,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,A,A,B,B,B,B,B,C,C,C,C,D,D,D,D,,
7907,4.271,449.31516,DG 22:1,[M+Na]+,ion correlated with 2368; ion correlated with 7901; ion correlated with 5137; ion correlated with 6011; ion correlated with 25770; ion correlated with 3427; ion correlated with 5941; ion correlated with 346; ion correlated with 8637; ion correlated with 7732; ion correlated with 5138; ion correlated with 918; ion correlated with 5879; adduct linked to 7753_[M+NH4]+,0.118,TRUE,3.4,449.32376,C25H46O5,DG,WFXPJEYNIPQUAQ-KTKRTIGZNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/CCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,95.9,100,75,75,100,13.2,SXY_FDUhhuang_429_pos,449.31549:17111 450.31884:11768 451.3222:2683,111.0422:81 117.05824:40 119.10395:81 121.0624:266 125.09625:35 127.03517:162 155.0654:40 183.09814:35 206.84554:35 328.96436:35 337.15414:121 377.18765:40 449.29019:18661,40,8691,103,199689,440,280482,201686,19421,408,2675,2112450,210,0,3055,4818,3623,1509,167017.5993,509163.6892
7908,9.437,449.33145,DG 22:1,[M+Na]+,,0.588,TRUE,3.4,449.32376,C25H46O5,DG,WFXPJEYNIPQUAQ-KTKRTIGZNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/CCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,91.4,99.8,14.9,75,100,13.37,SXY_FDUhhuang_439_pos,449.33139:9012 450.33474:16174 451.3381:7117,135.11743:35 149.02333:40 172.09535:40 221.12794:35 320.92755:35 351.3382:40 381.29037:40 431.3284:40 449.31335:40,226390,87266,40646,52783,27536,254335,64776,38320,51888,82498,225558,72678,42754,78856,46639,51936,34011,86992.35535,73099.55994
8646,3.013,465.34259,DG 23:0,[M+Na]+,,0.706,TRUE,4.11,465.35504,C26H50O5,DG,PHERGCZDWYMUOF-UHFFFAOYNA-N,CCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,89.1,100,13.8,75,100,42.42,SXY_FDUhhuang_445_pos,465.34647:11858 466.34982:2337 467.35318:0,277.0062:35 374.23196:40 374.26181:40 385.29248:286 431.09872:40 465.35422:81,112667,55502,93102,123892,163318,106599,228558,182296,75513,85077,110846,76677,132886,180396,181337,163778,129902,129549.7169,47350.77918
8650,5.536,465.35995,DG 23:0,[M+Na]+,,0.118,TRUE,4.11,465.35504,C26H50O5,DG,PHERGCZDWYMUOF-UHFFFAOYNA-N,CCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,98.9,100,61.3,75,100,28.33,SXY_FDUhhuang_445_pos,465.36136:37545 466.36471:11291 467.36807:1812,226.04993:35 282.0397:35 298.302:121 299.31805:121 299.3302:81 465.33969:40 465.36389:1063,15426,14933,65974,5951,2709778,15322,721754,106312,24140,985559,32587,647512,14574,1033998,194736,7805,9822,388599.0807,698782.1482
8651,5.004,465.36041,DG 23:0,[M+Na]+,,0.059,TRUE,4.11,465.35504,C26H50O5,DG,PHERGCZDWYMUOF-UHFFFAOYNA-N,CCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,57.5,75,100,55.81,SXY_FDUhhuang_439_pos,465.36041:86165 466.36376:29942 467.36712:4070,111.09681:81 298.31577:121 299.30759:429 447.37704:40 465.36026:1284,528,13226,117033,12409,445652,5447,233456,473061,7875,2481206,531,146321,9063,504437,22288,1018,5851,263494.2237,599144.25
8537,8.792,463.32947,DG 23:1,[M+Na]+,ion correlated with 3106; ion correlated with 2952; ion correlated with 6075; ion correlated with 3496; ion correlated with 2859; ion correlated with 6060; ion correlated with 3896; ion correlated with 6995; ion correlated with 3836; ion correlated with 4922,0.176,TRUE,3.66,463.33939,C26H48O5,DG,CWOXQNVXDIVEKF-KHPPLWFENA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,88.4,99.9,24,75,100,13.28,SXY_FDUhhuang_428_pos,463.33011:153432 464.33346:50498 465.33682:15163,102.12567:162 103.1347:81 135.01851:40 149.0377:81 163.11794:81 189.06934:81 208.07912:1023 225.10445:2086 328.12759:35 342.01666:162 360.02701:81 373.24222:40 376.25937:81 418.32428:81 430.08359:81 463.30588:280 463.32401:731 463.39648:161,141,1558,200,70441,141,1172622,53730,43525,19780,525,2218932,988,1034,111539,592817,232,626,252284.3056,591116.8996
8538,9.309,463.33392,DG 23:1,[M+Na]+,ion correlated with 16330; ion correlated with 25161; found in higher mz's MsMs_9445,0.176,TRUE,3.66,463.33939,C26H48O5,DG,CWOXQNVXDIVEKF-KHPPLWFENA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.8,70.4,75,100,24.47,SXY_FDUhhuang_430_pos,463.33392:179205 464.33727:47491 465.34063:13048,107.07903:81 117.07745:40 121.10663:81 131.07759:40 135.1154:81 143.08939:40 147.09404:81 171.11351:40 173.0882:81 207.10292:81 221.22531:81 241.1949:81 265.18863:35 295.1803:40 311.25476:35 342.02036:81 359.04907:81 409.34683:81 427.35641:81 445.37463:81 463.33301:7519,2294,19113,14272,331369,17557,67065,300314,2302885,182601,2029,67105,6905,11009,134486,69846,11152,6876,208639.73,549419.4926
8539,5.526,463.33817,DG 23:1,[M+Na]+,ion correlated with 36780; found in higher mz's MsMs_16769,0.941,TRUE,3.66,463.33939,C26H48O5,DG,CWOXQNVXDIVEKF-KHPPLWFENA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,23.3,75,100,33.13,SXY_FDUhhuang_283_pos,463.34048:44394 464.34383:260650 465.34719:117947,119.08276:35 133.07912:121 147.05061:40 147.07614:40 159.11113:35 177.10782:81 223.05984:81 239.07841:35 277.18536:35 298.30817:40 342.01083:81 360.02881:40 417.2359:35 463.29453:40 463.30057:81,70817,1368175,141562,754435,301034,355308,489045,436056,147283,168127,2385518,1712886,173051,149567,2327071,17535,384713,669540.144,781904.6375
9345,21.566,479.3613,DG 24:0,[M+Na]+,ion correlated with 39914; ion correlated with 42016; ion correlated with 43618; ion correlated with 43042; found in higher mz's MsMs_28298; found in higher mz's MsMs_28284; similar chromatogram in higher mz_39618,0.176,TRUE,4.37,479.3707,C27H52O5,DG,ZQPJZDYDQDYJRX-UHFFFAOYNA-N,CCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.5,9.7,75,100,11.94,SXY_FDUhhuang_454_pos,479.37231:9230 480.37566:2817 481.37902:2497,121.10004:40 149.13025:40 185.13142:81 201.16753:35 479.34406:161 479.36554:121 479.42389:199 479.44232:1535 479.48535:120,0,25183,641,273,134,61783,41145,8106,0,1403982,62499,681,253,86151,926147,15977,6945,155288.1996,390257.1843
9347,21.415,479.36819,DG 24:0,[M+Na]+,ion correlated with 17481; ion correlated with 35463; ion correlated with 37137; ion correlated with 39722; ion correlated with 37213; ion correlated with 42024; ion correlated with 10085; ion correlated with 28300; ion correlated with 30255; ion correlated with 38321; ion correlated with 39640; ion correlated with 39904; ion correlated with 34322; ion correlated with 41861; ion correlated with 40795; ion correlated with 39168; ion correlated with 42465; ion correlated with 43049; ion correlated with 34394; ion correlated with 37827; ion correlated with 36010; similar chromatogram in higher mz_28286; found in higher mz's MsMs_28300; found in higher mz's MsMs_28286; found in higher mz's MsMs_26436,0.059,TRUE,4.37,479.3707,C27H52O5,DG,ZQPJZDYDQDYJRX-UHFFFAOYNA-N,CCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.6,61.5,75,100,23.48,SXY_FDUhhuang_197_pos,479.36819:86518 480.37154:11725 481.3749:17971,105.07145:40 125.09495:35 141.08705:162 479.37396:735 479.42926:161,0,919861,21,23614,1599,120800,3749,22550,7178,208965,81295,778,2096,18679,191022,40506,580,96664.39021,222455.4525
9348,15.465,479.37164,DG 24:0,[M+Na]+,ion correlated with 36551; ion correlated with 43471; ion correlated with 25933; found in higher mz's MsMs_29608,0.118,TRUE,4.37,479.3707,C27H52O5,DG,ZQPJZDYDQDYJRX-UHFFFAOYNA-N,CCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.4,54.3,75,100,5.4,SXY_FDUhhuang_461_pos,479.37164:41777 480.37499:8989 481.37835:71737,109.09993:121 128.06219:35 133.10033:81 217.14728:81 268.01138:81 434.43875:81 435.36615:81 437.37643:35 479.34952:201 479.41095:1172 479.46625:267,0,159367,1878,8139,21,22265,2025,3771,0,125026,12033,3884,1419,23887,323882,788,2598,40645.96894,86301.35661
9349,15.534,479.37408,DG 24:0,[M+Na]+,ion correlated with 32456; ion correlated with 36799; ion correlated with 34184; ion correlated with 35966; ion correlated with 38721; ion correlated with 41239; ion correlated with 33378,0.059,TRUE,4.37,479.3707,C27H52O5,DG,ZQPJZDYDQDYJRX-UHFFFAOYNA-N,CCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.4,41.8,75,100,19.18,SXY_FDUhhuang_439_pos,479.37408:59949 480.37743:9336 481.38079:61486,105.06508:40 107.08781:40 121.099:40 125.09265:81 133.09784:35 149.09496:40 189.16042:35 205.19569:40 231.20486:35 283.44159:35 337.29721:35 434.31311:35 479.36514:309 479.46957:121,0,92988,2746,510,0,14003,9575,20088,0,813345,80733,323,66,28573,57013,176,4379,66148.10186,194790.7363
9201,2.558,477.34851,DG 24:1,[M+Na]+,,0.118,TRUE,3.91,477.35504,C27H50O5,DG,GHVCXXAXBNEFLY-QXMHVHEDNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/CCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99.2,100,68.5,75,100,329.48,SXY_FDUhhuang_472_pos,477.34851:84229 478.35186:85362 479.35522:50579,101.80473:2567 102.12771:479490 102.39298:81 102.52789:121 102.54919:292 102.56055:200 102.61597:161 102.63586:121 102.6515:243 102.6714:121 102.69415:201 102.71404:161 102.75813:202 102.7695:161 102.78941:121 102.88188:121 102.91319:81 102.95731:121 103.34912:121 103.89605:121 104.31686:121 104.86204:81 192.88048:35 256.26379:35 369.17487:40 376.25153:538 477.37897:4468,715525,86940,1127300,540123,116923,261706,224780,127278,149278,143026,118367,682663,967242,1070227,139934,120416,896589,440489.2013,385203.968
9202,2.362,477.35159,DG 24:1,[M+Na]+,found in higher mz's MsMs_33329; found in higher mz's MsMs_45358,0.412,TRUE,3.91,477.35504,C27H50O5,DG,GHVCXXAXBNEFLY-QXMHVHEDNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/CCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,66.3,75,100,773.3,SXY_FDUhhuang_221_pos,477.35156:266141 478.35491:325261 479.35827:183931,101.80751:7700 101.83299:188 102.13332:913118 102.48522:1442 102.51079:553 102.52783:1562 102.56618:1097 102.57187:1419 102.62444:683 102.63582:834 102.67988:567 102.69836:469 102.71826:351 102.73532:578 102.75807:526 102.77657:338 102.81496:543 102.84626:270 102.87898:464 102.94018:215 103.03556:121 103.07971:121 103.12956:744 103.15521:200 103.21221:201 103.26637:121 103.33481:121 103.41611:161 103.45035:121 103.54169:161 103.57167:121 103.62735:161 103.65306:161 103.70591:81 103.75163:121 103.82452:121 103.89743:161 103.95464:121 103.99039:121 104.04906:121 104.13493:121 104.15211:81 104.20509:121 104.24232:121 104.25951:121 104.49313:121 104.98844:162 105.04163:121 105.51086:121 106.08949:121 211.55338:35 302.19113:81 325.50342:35 354.59927:35 376.25952:2378 470.30347:40 477.38184:14220,485437,325711,1396219,1370878,65733,136863,1620412,1265557,928629,570244,1843172,689623,1038924,1831855,1409966,976491,1734358,1040592.47,584044.2618
9203,2.608,477.35175,DG 24:1,[M+Na]+,found in higher mz's MsMs_45359; found in higher mz's MsMs_33332,0.235,TRUE,3.91,477.35504,C27H50O5,DG,GHVCXXAXBNEFLY-QXMHVHEDNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/CCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,62.9,75,100,648.91,SXY_FDUhhuang_221_pos,477.35175:343542 478.3551:258140 479.35846:205219,101.80335:2460 102.12774:426192 102.47536:121 102.50235:121 102.55348:299 102.56627:254 102.59469:121 102.616:161 102.64585:161 102.67712:121 102.69133:161 102.75674:121 102.76954:121 102.825:202 102.88334:121 102.93884:121 103.02425:81 103.12537:162 103.28927:121 103.38766:121 103.55034:81 103.64458:81 103.90466:121 104.10925:81 105.39858:81 106.60168:121 292.19412:81 299.09253:35 376.23807:80 376.25983:546 433.9119:35 477.37305:3094,811463,1014500,3094574,1772776,20108,1240336,2271018,1059698,1540435,1767691,1539415,665663,2757039,3356896,1269916,528462,1093061,1517826.657,912719.2871
9204,7.217,477.35437,DG 24:1,[M+Na]+,ion correlated with 38309,1,TRUE,3.91,477.35504,C27H50O5,DG,GHVCXXAXBNEFLY-QXMHVHEDNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/CCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,44.9,75,100,22.88,SXY_FDUhhuang_429_pos,477.35492:49575 478.35827:29032 479.36163:14560,102.12418:1201 133.08047:40 133.08534:121 477.32629:121 477.48264:81,249566,1235347,242277,656062,581605,672700,469893,512906,158908,254357,2028752,3911294,479397,365986,1037570,444586,484656,810933.0717,920244.6044
9124,12.82,475.33548,DG 24:2,[M+Na]+,ion correlated with 20490; ion correlated with 40056; ion correlated with 8925; ion correlated with 40964; ion correlated with 38989; ion correlated with 39051,0.059,TRUE,3.58,475.33939,C27H48O5,DG,ZDSPJHYNNSRBAM-BWGIOWMMNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/C\C=C/CCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.6,55.5,75,100,9.16,SXY_FDUhhuang_444_pos,475.33548:53630 476.33883:17307 477.34219:5768,105.06461:81 105.08618:81 119.08458:81 121.09843:81 131.07866:40 131.0867:81 133.09558:81 137.09348:121 145.09941:162 147.11385:81 159.11494:81 161.08875:81 163.14998:81 165.0909:202 175.06044:81 177.08754:81 179.14699:81 189.06874:81 197.13091:81 201.17537:40 217.09576:40 217.18672:81 251.17068:81 259.95239:81 261.23865:81 263.19223:121 289.21045:162 291.22986:81 295.1644:40 307.10681:81 307.21744:81 309.26904:81 415.34961:121 431.33353:121 457.43408:121 470.37778:40 475.11765:81 475.30725:803 475.36536:406 475.40512:1916 475.46631:159,605,0,815,1298,499,48284,2428,126,7257,415,427641,417,675,9435,39774,69,294,31766.59167,103012.983
9125,13.111,475.33875,DG 24:2,[M+Na]+,ion correlated with 40967; ion correlated with 38988; ion correlated with 43976; ion correlated with 40051; ion correlated with 43664; ion correlated with 38023; ion correlated with 40071; ion correlated with 41331,0.059,TRUE,3.58,475.33939,C27H48O5,DG,ZDSPJHYNNSRBAM-BWGIOWMMNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/C\C=C/CCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.5,8.6,75,100,7.21,SXY_FDUhhuang_444_pos,475.33875:159848 476.3421:24036 477.34546:6800,103.22367:40 105.06613:121 107.08741:121 109.09865:81 119.0862:202 123.09035:40 123.1137:121 124.0322:40 129.06767:40 133.09731:40 133.12158:81 137.09523:121 143.0822:40 145.09445:81 147.11906:81 149.13542:121 155.07988:40 155.08687:81 161.09421:81 163.1483:81 165.08742:121 166.10736:81 171.11658:81 173.13371:81 175.14967:81 181.15804:81 197.12122:40 233.18317:81 236.18753:81 249.19164:81 261.14365:40 261.18671:121 263.20154:81 289.18204:40 289.21304:282 291.2229:81 306.1441:40 307.23981:40 357.25552:35 381.28204:81 415.34991:40 430.32056:81 430.39914:81 457.27542:40 457.29642:81 458.38602:81 462.80267:35 475.30762:311 475.35349:193 475.40854:2298 475.44525:259,509,448,9,4065,193,140658,3081,3798,1689,411,1233747,472,112,1679,100315,488,325,87764.3877,298022.8402
9127,7.19,475.34235,DG 24:2,[M+Na]+,ion correlated with 8406; ion correlated with 10181; ion correlated with 1696; ion correlated with 8130; ion correlated with 7882; ion correlated with 875; ion correlated with 1859; ion correlated with 6953; ion correlated with 3495; ion correlated with 29260; found in higher mz's MsMs_13608,0.235,TRUE,3.58,475.33939,C27H48O5,DG,ZDSPJHYNNSRBAM-BWGIOWMMNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/C\C=C/CCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,27.2,75,100,4.99,SXY_FDUhhuang_444_pos,475.34235:154396 476.3457:73353 477.34906:189068,102.12644:2177 103.1255:81 107.08466:121 109.10173:121 115.77851:35 121.09715:121 123.11698:121 131.08055:81 133.09911:121 135.11678:81 145.09465:81 149.06026:81 155.06438:40 155.07835:40 159.11351:121 161.13539:81 169.08412:40 177.1346:81 179.07039:121 196.11043:40 201.13004:40 247.12575:81 271.17462:40 299.29343:35 307.22055:81 315.17657:35 354.17899:40 370.21271:35 439.30139:40 439.30728:81 457.33005:81 475.28381:81 475.33887:201 475.3511:121 475.38779:81,1669,2569,479,22997,1146,372405,38804,82619,42629,2250,1213012,206,1804,40412,369373,1793,2121,129193.3064,303635.4548
9128,13.371,475.34369,DG 24:2,[M+Na]+,similar chromatogram in higher mz_11376; similar chromatogram in higher mz_12780; similar chromatogram in higher mz_14231; similar chromatogram in higher mz_12266; similar chromatogram in higher mz_25215,1,TRUE,3.58,475.33939,C27H48O5,DG,ZDSPJHYNNSRBAM-BWGIOWMMNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/C\C=C/CCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.5,25.9,75,100,122.25,SXY_FDUhhuang_450_pos,475.34119:64900 476.34454:38621 477.3479:7961,111.25127:35 134.94858:40 138.42715:35 165.09268:40 166.9617:81 182.95226:81 193.00276:40 193.01445:121 207.03738:40 209.00401:121 214.95145:81 223.02443:40 225.01068:81 227.87526:35 247.00394:35 249.07188:121 257.02936:35 265.07086:121 267.09372:81 283.0787:40 297.0618:35 301.12549:40 337.1123:40 343.30927:35 407.08298:35 457.44308:81 475.33481:201 475.3501:121 475.37762:81,519574,591721,502457,376965,737464,428878,680619,699562,588381,965654,1363976,390843,494132,786497,762420,680675,358404,642836.5,249710.199
8913,9.754,470.39401,DG 24:2|DG 8:0_16:2,[M+NH4]+,,0.235,TRUE,3.58,470.384,C27H48O5,DG,ZDSPJHYNNSRBAM-BWGIOWMMNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/C\C=C/CCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,82.8,99.8,5.6,64.9,100,11.92,SXY_FDUhhuang_454_pos,470.39401:87245 471.39736:28002 472.40072:8317,102.1222:121 102.13638:162 105.06341:40 107.08031:121 109.10027:81 113.09237:40 119.07719:40 119.08485:121 121.09717:81 123.117:81 125.04371:35 128.05309:40 131.08699:81 133.10722:40 139.11163:40 145.09468:81 149.12881:40 155.08014:40 156.09328:40 157.11674:81 159.11531:121 159.13655:81 166.09135:35 171.11502:81 183.11403:40 192.53967:35 201.15794:81 203.19249:35 213.15611:40 223.14441:35 227.20291:81 231.19986:40 241.21179:40 247.17213:35 255.19135:35 263.20883:40 270.27914:81 281.2226:35 298.29691:40 309.2131:35 327.26462:35 351.26782:40 375.30469:35 400.99332:35 425.26407:40 470.24207:40 470.31204:81 470.44287:121,7842,7521,3986,352414,10802,610615,287999,120137,26741,12804,551828,6377,4954,740195,444194,4976,6283,188215.762,255338.6525
9035,9.732,473.31528,DG 24:3,[M+Na]+,adduct linked to 10241_[M+Na]+; found in higher mz's MsMs_43032; found in higher mz's MsMs_11518; found in higher mz's MsMs_11469; found in higher mz's MsMs_9041; similar chromatogram in higher mz_27656; similar chromatogram in higher mz_14808,1,TRUE,3.25,473.32376,C27H46O5,DG,VYKPCNPKUAMLQA-LNCSVHMCNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCC\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,94.4,99.8,5.5,75,100,1865.35,SXY_FDUhhuang_464_pos,473.31796:1254387 474.32131:471313 475.32467:73813,147.10847:81 149.15219:40 155.02719:121 171.07793:40 173.03766:202 249.06635:11122 304.15356:40 305.12805:10896 323.06689:35 360.03433:81 361.18784:23075 417.23105:74 417.254:5761 473.31705:2795,10012755,9959624,9195739,7989962,14036052,11720226,11946505,11913791,8339901,13379148,20807124,6498281,7757421,11477707,13092833,10511271,8362360,11000041.21,3329227.028
9036,3.755,473.31726,DG 24:3,[M+Na]+,ion correlated with 16772; ion correlated with 7998,0.353,TRUE,3.25,473.32376,C27H46O5,DG,VYKPCNPKUAMLQA-LNCSVHMCNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCC\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,21.2,75,100,15.77,SXY_FDUhhuang_429_pos,473.32434:43023 474.32769:9805 475.33105:1770,102.12994:81 113.05582:35 117.08561:40 121.06092:81 133.0887:202 140.84698:35 149.09557:81 173.12967:81 177.10602:40 199.14891:35 229.20294:40 265.16483:40 277.21158:40 288.28363:35 376.30289:35 437.36066:35 473.3049:81,0,103777,21,87580,529,76707,393491,75814,2549,75590,974624,104,667,9828,106707,0,1667,112332.7057,242060.0393
9037,7.957,473.32324,DG 24:3,[M+Na]+,,0.824,TRUE,3.25,473.32376,C27H46O5,DG,VYKPCNPKUAMLQA-LNCSVHMCNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCC\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,73,75,100,63.94,SXY_FDUhhuang_191_pos,473.32306:53961 474.32641:8391 475.32977:4864,244.22156:35 473.31387:657,436909,707155,10848,576929,103048,192520,381470,585682,1386327,209086,382279,796145,75358,25351,283508,152945,63350,374641.8687,356528.0478
10078,22.732,493.37878,DG 25:0,[M+Na]+,ion correlated with 10261; ion correlated with 36983; ion correlated with 36158; ion correlated with 18453; ion correlated with 35466; ion correlated with 34932; similar chromatogram in higher mz_42377; found in higher mz's MsMs_38118; found in higher mz's MsMs_38107; found in higher mz's MsMs_36673; found in higher mz's MsMs_36664; found in higher mz's MsMs_36648; found in higher mz's MsMs_33513; found in higher mz's MsMs_29478; found in higher mz's MsMs_29459; similar chromatogram in higher mz_15146; similar chromatogram in higher mz_18453; similar chromatogram in higher mz_41200; similar chromatogram in higher mz_42381; found in higher mz's MsMs_10146,0.176,TRUE,4.64,493.38635,C28H54O5,DG,YVGAGEPCPHCENG-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,90.7,98.4,6.7,75,100,21.68,SXY_FDUhhuang_197_pos,493.37878:257601 494.38213:78418 495.38549:274553,102.12428:81 109.09806:161 119.08105:40 121.11033:81 155.09868:40 155.10916:121 491.8902:81 493.38474:374 493.47198:3673,3725,2278146,2526,77731,1580,350646,27713,63335,24911,895588,138196,3161,3850,97930,1903579,48392,16956,349291.9941,694051.4412
10081,22.818,493.38138,DG 25:0,[M+Na]+,ion correlated with 18451; found in higher mz's MsMs_29476; found in higher mz's MsMs_33523,0.176,TRUE,4.64,493.38635,C28H54O5,DG,YVGAGEPCPHCENG-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.4,20.3,75,100,34.82,SXY_FDUhhuang_461_pos,493.38409:308501 494.38744:106102 495.3908:131071,102.12294:121 107.08395:121 107.10283:40 109.10248:1405 119.10396:40 129.06543:40 135.11591:202 137.13396:81 143.08482:40 149.12782:40 149.15009:121 155.11055:121 157.10162:81 265.26392:81 493.35577:200 493.38382:1335 493.45239:4017,1786,218856,2793,5971,1368,354741,47250,121806,591,3804266,374467,3655,4243,246821,3311051,7516,9508,500981.6769,1160844.991
10082,16.234,493.38141,DG 25:0,[M+Na]+,ion correlated with 36729; ion correlated with 38545; ion correlated with 34389; ion correlated with 26641; ion correlated with 34897; ion correlated with 35957; ion correlated with 37001; ion correlated with 40794; ion correlated with 38579; ion correlated with 9967; ion correlated with 38626; ion correlated with 38837; ion correlated with 31818; ion correlated with 38546; ion correlated with 35211; ion correlated with 40860; ion correlated with 36730; found in higher mz's MsMs_40688; found in higher mz's MsMs_39774; found in higher mz's MsMs_30243; found in higher mz's MsMs_30231,0.118,TRUE,4.64,493.38635,C28H54O5,DG,YVGAGEPCPHCENG-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,96,99.3,6.1,75,100,6.64,SXY_FDUhhuang_439_pos,493.38141:42738 494.38476:7986 495.38812:4719,107.09204:40 109.09893:509 124.67863:35 135.11699:81 147.12973:35 493.37595:201 493.47253:2284,2380,846311,804,3036,980,3697,4558,694,0,492345,22216,0,0,25230,359498,980,874,103741.2269,237974.417
