Gene ID,Gene Name,Pos.,Count (COLD1),Count (COLD2),Count (COLD3),Count (COLD4),Count (RT1),Count (RT2),Count (RT3),Count (RT4),Count (RT5)
ENSMUSG00000093507,Gm20627,3[-]96254619-96256277,18,13,26,3,62,27,34,7,5
ENSMUSG00000093505,Gm20691,3[-]68903820-68904152,11,24,20,6,17,17,3,2,8
ENSMUSG00000093504,Vmn1r-ps24,6[-]66753380-66754279,0,0,0,0,0,0,0,0,0
ENSMUSG00000093503,Vmn2r-ps4,3[+]64328660-64332853,0,0,0,0,0,0,0,0,0
ENSMUSG00000093502,Gm20700,5[+]48590889-48599994,0,0,0,0,0,0,0,0,0
ENSMUSG00000093501,Vmn1r22,6[-]57899959-57901054,0,0,0,0,0,0,0,0,0
ENSMUSG00000050299,Gm9843,16[-]76403209-76403712,3385,7867,5025,532,7836,3481,1707,1971,1604
ENSMUSG00000075166,Olfr1104,2[-]87020703-87027080,0,0,0,0,0,0,0,0,0
ENSMUSG00000097619,4833422M21Rik,15[-]96231870-96254684,0,0,0,0,0,0,0,0,2
ENSMUSG00000097618,Gm26507,18[+]58210252-58221885,0,0,0,0,0,0,0,0,0
ENSMUSG00000097617,Gm10687,9[-]44122186-44134485,295,611,307,621,314,952,1075,241,910
ENSMUSG00000097616,1110019D14Rik,6[+]13871526-14044385,36,13,0,167,0,0,169,51,178
ENSMUSG00000097615,Gm2061,1[-]185447116-185455568,0,0,0,0,0,0,0,0,0
ENSMUSG00000097614,Gm26508,11[+]119077573-119081865,2,0,4,0,0,0,0,0,3
ENSMUSG00000097613,Gm17597,15[-]81800791-81802613,23,47,2,12,12,6,32,12,31
ENSMUSG00000097612,Gm26509,1[+]106090068-106091015,0,0,0,0,0,0,0,4,2
ENSMUSG00000100231,Gm29554,Y[+]12273932-12306702,0,0,0,0,0,0,0,0,0
ENSMUSG00000097610,A930012L18Rik,18[+]44661665-44676271,0,0,0,0,4,0,9,0,4
ENSMUSG00000075163,Olfr1107,2[-]87068671-87075817,0,0,0,0,0,0,0,0,0
ENSMUSG00000081038,Olfr626-ps1,7[-]103691800-103692117,0,0,0,0,0,0,0,0,0
ENSMUSG00000112028,AC079680.1,10[+]71181036-71204487,0,0,0,0,0,0,0,0,0
ENSMUSG00000112029,AC160028.1,10[-]118714481-118715726,1,0,0,0,0,0,0,0,1
ENSMUSG00000112020,CT009738.1,12[-]5235156-5235964,2,0,0,0,0,0,0,0,0
ENSMUSG00000112021,AC153887.2,10[+]78591713-78593411,0,0,0,0,0,0,0,0,0
ENSMUSG00000112022,AC157515.1,12[-]55142109-55151007,3,0,0,63,0,0,14,37,53
ENSMUSG00000112023,Lilr4b,10[+]51480632-51486703,213,217,17,334,30,8,282,209,477
ENSMUSG00000041135,Ripk2,4[-]16122733-16163647,266,510,275,409,292,193,366,355,758
ENSMUSG00000041134,Cyyr1,16[-]85421533-85553397,385,481,221,2158,177,127,831,524,1874
ENSMUSG00000112026,AC168315.1,10[-]88134566-88135853,0,2,2,4,0,0,0,4,4
ENSMUSG00000112027,AC158600.1,10[-]118335423-118337831,16,12,2,2,5,1,8,1,6
ENSMUSG00000109742,Gm45558,7[-]105108305-105110199,0,0,0,0,0,0,0,0,0
ENSMUSG00000075169,Olfr1098,2[-]86920949-86924545,0,0,0,0,0,0,0,0,0
ENSMUSG00000016921,Srsf6,2[+]162931528-162937121,4714,7252,2905,5178,3401,1470,4306,4239,11193
ENSMUSG00000075168,Olfr1099,2[-]86955126-86960693,0,0,0,0,0,0,0,0,0
ENSMUSG00000104884,Mir5046,19[-]6829886-6829944,1,1,1,1,1,1,1,1,1
ENSMUSG00000088147,Gm24717,10[+]129695978-129696101,0,0,0,0,0,0,0,0,0
ENSMUSG00000048782,Insc,7[+]114743694-114850383,21,77,43,23,31,99,60,28,35
ENSMUSG00000064923,Gm22042,4[-]51812483-51812647,0,1,1,0,4,0,1,0,1
ENSMUSG00000058600,Rpl30,15[-]34440505-34443640,13937,12640,731,6719,1902,789,10319,19226,18338
ENSMUSG00000058603,Rpl28-ps1,1[+]128038569-128038982,181,256,121,140,311,246,90,170,233
ENSMUSG00000064927,Gm22043,3[+]40992693-40992850,1,1,0,2,0,0,0,37,4
ENSMUSG00000064926,Gm22044,8[-]79014364-79014470,0,0,0,0,0,0,0,0,0
ENSMUSG00000058607,Rpl31-ps20,19[+]30160620-30160997,2,0,0,1,1,0,1,1,1
ENSMUSG00000090346,Vmn1r5,6[+]56985295-56986350,0,0,0,0,0,0,0,0,2
ENSMUSG00000064928,Gm22045,15[+]96671793-96671900,0,0,0,0,0,0,0,0,0
ENSMUSG00000090341,Gm17217,7[-]41573277-41573745,0,0,0,0,0,0,0,0,0
ENSMUSG00000090342,Vmn2r46,7[-]9754636-9770571,1,0,0,2,0,0,0,0,2
ENSMUSG00000055401,Fbxo6,4[-]148145716-148152140,1696,3960,1655,1184,1409,1542,1344,768,961
ENSMUSG00000055403,4933427D06Rik,6[+]88950683-89110031,0,0,0,0,0,0,0,0,0
ENSMUSG00000100235,Gm28557,13[-]67069399-67108604,47,97,18,30,29,29,160,75,309
ENSMUSG00000055407,Map6,7[+]99267447-99337137,961,1631,474,1013,846,999,1307,543,630
ENSMUSG00000055408,Hottip,6[+]52262775-52267603,0,0,0,0,0,0,0,0,0
ENSMUSG00000055409,Nell1,7[+]49974864-50866608,0,0,0,0,0,0,0,0,0
ENSMUSG00000050439,Enthd1,15[-]80452240-80560470,9,11,0,1,6,0,4,0,5
ENSMUSG00000101570,Gm28233,Y[+]53142435-53143976,0,0,0,0,0,0,0,0,0
ENSMUSG00000051527,Usp29,7[+]6730578-6967219,0,8,0,2,0,0,2,6,2
ENSMUSG00000095562,Gm21887,X[+]170009659-170019281,562,1330,758,78,1357,1962,359,362,606
ENSMUSG00000051528,Olfr424,1[+]174131517-174138257,0,0,0,0,0,0,0,0,0
ENSMUSG00000109165,Gm45148,7[+]6179975-6183561,4,3,11,3,10,5,8,0,6
ENSMUSG00000109164,Gm45085,7[+]47349453-47349893,0,0,0,0,0,0,0,0,0
ENSMUSG00000109167,Gm44652,7[+]118480495-118483348,0,0,0,6,0,0,10,0,2
ENSMUSG00000109166,Gm5890,7[-]20260451-20262834,0,0,0,0,0,0,0,0,0
ENSMUSG00000109161,Gm45065,7[+]71097047-71123594,0,0,0,0,0,0,0,0,0
ENSMUSG00000109160,4930598N05Rik,10[+]10184800-10258699,0,0,0,0,0,0,0,0,0
ENSMUSG00000109163,Gm44528,7[-]83864590-83865481,0,0,0,0,0,0,2,0,0
ENSMUSG00000109162,2900027M19Rik,8[-]9685829-9690276,0,0,0,0,0,0,0,0,0
ENSMUSG00000109169,Gm18061,7[+]22711539-22712345,0,0,0,0,0,0,0,0,0
ENSMUSG00000109168,Gm44709,7[+]28314898-28318873,5,19,21,1,27,15,5,29,19
ENSMUSG00000113863,CR974429.3,12[-]13788557-13790252,0,0,0,0,0,0,0,0,0
ENSMUSG00000113862,CU024886.1,13[-]16638077-16639490,0,0,0,0,0,0,0,0,0
ENSMUSG00000113861,CT485612.10,12[-]88353313-88354686,2,3,1,1,2,0,1,0,2
ENSMUSG00000113860,AC135667.1,13[+]46060597-46068765,0,0,0,0,0,0,0,0,0
ENSMUSG00000113867,AC132237.3,12[-]68340465-68445833,0,0,0,0,0,0,0,0,0
ENSMUSG00000113866,AC124752.1,13[-]4915714-4943052,0,0,0,3,0,0,0,3,11
ENSMUSG00000113865,CT573034.4,13[-]62387651-62387933,1,1,0,0,0,0,0,0,1
ENSMUSG00000113864,AC160340.1,12[-]100440697-100444660,0,4,0,11,0,0,2,0,0
ENSMUSG00000113869,AC131743.4,13[+]9352028-9352689,0,0,0,0,0,0,0,0,0
ENSMUSG00000113868,AC091458.6,12[-]110046686-110086423,0,0,0,0,0,0,0,0,0
ENSMUSG00000103465,Gm37617,3[+]71894835-71894993,0,0,0,0,0,0,0,0,0
ENSMUSG00000103368,Gm36927,9[-]85342511-85344351,6,6,0,5,0,0,4,0,11
ENSMUSG00000100198,1700030O20Rik,10[-]116723067-116729177,0,0,0,0,0,0,0,0,0
ENSMUSG00000040770,Il25,14[+]54932695-54935837,2,4,0,0,0,2,0,0,0
ENSMUSG00000040771,Oard1,17[+]48410014-48417266,655,562,60,646,106,48,811,750,1176
ENSMUSG00000094997,Gm22047,7[-]59791844-59791937,0,0,0,0,0,0,0,0,0
ENSMUSG00000040774,Cept1,3[-]106502260-106547802,193,51,12,1879,61,45,514,75,3095
ENSMUSG00000040775,Gm9772,17[-]22006510-22007301,0,0,0,0,0,0,0,0,0
ENSMUSG00000094993,Igkv4-51,6[-]69681406-69681975,35,43,0,0,263,0,0,8,13
ENSMUSG00000094992,Fbxw25,9[-]109645122-109664652,0,0,0,0,0,0,0,0,0
ENSMUSG00000094999,Gm17412,X[-]123483317-123483814,0,0,0,0,0,0,0,0,0
ENSMUSG00000094998,Gm22050,7[-]59559599-59559677,0,0,0,0,0,0,0,0,0
ENSMUSG00000111708,CT025680.6,9[-]38907173-38907847,0,0,0,0,0,0,0,0,0
ENSMUSG00000111709,Gm3776,9[+]78257129-78269166,0,0,0,0,0,0,0,2,0
ENSMUSG00000113271,AC124744.1,13[+]3273235-3282998,0,0,0,0,0,0,0,0,0
ENSMUSG00000056174,Col8a2,4[+]126286793-126314330,4,14,18,10,9,20,6,6,12
ENSMUSG00000109252,Gm18453,7[-]58948934-58949559,0,0,0,0,0,0,0,0,0
ENSMUSG00000111700,AC069561.5,9[-]38647486-38658393,0,0,0,0,0,0,0,0,0
ENSMUSG00000100193,Gm29079,Y[+]34751370-34751984,0,0,0,0,0,0,0,0,0
ENSMUSG00000111702,AC105958.2,9[-]37478453-37478643,0,0,0,0,0,0,0,0,0
ENSMUSG00000111703,AC121870.1,9[-]47481628-47486506,0,0,0,0,0,0,0,0,0
ENSMUSG00000111704,AC153881.2,10[-]48810278-48810481,0,0,0,0,0,0,0,0,0
ENSMUSG00000111707,AC169084.1,9[+]6070313-6074278,0,0,0,0,0,0,0,0,0
ENSMUSG00000103361,Gm36928,Y[+]12883607-12884300,0,0,0,0,0,0,0,0,0
ENSMUSG00000100191,Gm7740,17[+]21175779-21177305,0,0,0,0,0,0,0,0,1
ENSMUSG00000064575,Gm25798,7[-]138101433-138101539,0,0,0,0,0,0,0,0,0
ENSMUSG00000109257,Gm45200,7[+]92778505-92779423,2,0,0,0,0,0,0,0,0
ENSMUSG00000044287,Nrn1l,8[+]105893567-105895023,4,17,0,0,14,24,11,11,9
ENSMUSG00000109256,Gm44681,7[+]91647711-91648552,0,0,0,0,0,0,0,0,0
ENSMUSG00000105806,Gm43345,3[-]27308406-27308674,0,0,0,0,0,0,0,0,0
ENSMUSG00000105807,Gm42622,5[+]88144704-88145058,0,0,0,0,0,0,0,0,0
ENSMUSG00000105804,Gm43654,3[-]127829555-127832971,0,0,0,8,0,0,0,0,1
ENSMUSG00000103362,Tdpoz2,3[-]93651542-93652686,0,0,0,0,0,0,0,0,0
ENSMUSG00000105802,Gm43012,5[+]137337409-137338345,6,13,6,29,0,2,8,0,29
ENSMUSG00000105803,Gm43526,3[+]157071744-157073308,0,0,0,2,0,0,0,0,0
ENSMUSG00000105800,Gm18985,5[+]3212335-3213694,0,0,0,0,0,0,0,0,0
ENSMUSG00000105801,C430019N01Rik,5[-]97999384-98000950,0,0,0,0,0,0,0,1,1
ENSMUSG00000057802,Gm10030,9[+]110989499-111008029,18,49,8,17,14,0,47,30,75
ENSMUSG00000064570,Gm25800,17[-]62456987-62457120,0,0,0,0,0,0,0,0,0
ENSMUSG00000057801,Olfr135,17[+]38204335-38210915,0,0,0,0,0,0,0,0,0
ENSMUSG00000105808,Gm42627,5[+]108903226-108903449,4,17,13,2,8,6,4,2,2
ENSMUSG00000057805,1700084M14Rik,X[-]91575210-91575911,0,0,0,0,0,0,0,0,0
ENSMUSG00000012126,Ubxn11,4[+]134102570-134127593,328,662,376,16,727,49,46,198,332
ENSMUSG00000012123,Aim1l,4[+]134060815-134092504,76,160,66,4,95,7,7,65,77
ENSMUSG00000025269,Apex2,X[-]150519519-150589868,343,1574,537,348,403,339,437,210,347
ENSMUSG00000025268,Maged2,X[-]150806370-150814345,584,1324,811,810,645,1317,875,510,632
ENSMUSG00000025266,Gnl3l,X[-]150983141-151017322,258,284,112,583,179,94,302,268,1058
ENSMUSG00000025265,Fgd1,X[+]151046150-151089521,162,232,176,44,171,158,165,64,87
ENSMUSG00000025264,Tsr2,X[-]151087094-151096543,351,553,160,469,169,215,635,659,916
ENSMUSG00000025262,Fam120c,X[+]151344175-151471842,166,224,150,131,151,127,219,41,361
ENSMUSG00000025261,Huwe1,X[+]151800807-151935417,9209,7843,2016,5246,3163,1061,6891,3036,10194
ENSMUSG00000025260,Hsd17b10,X[+]152001845-152004442,5586,14629,3781,3613,4267,4024,5127,2089,2710
ENSMUSG00000094330,Gm22051,2[+]10506555-10506681,0,0,0,0,0,0,0,0,0
ENSMUSG00000091123,Gm17181,1[+]87514175-87514297,0,0,0,0,0,0,0,0,0
ENSMUSG00000091122,Gm8247,14[+]44583153-44588402,0,0,0,0,0,0,0,0,0
ENSMUSG00000094336,Gm13693,2[+]83961503-83963995,0,1,0,1,1,0,1,0,2
ENSMUSG00000094338,Hist1h2bl,13[-]21715763-21716143,9,37,19,8,17,24,13,4,5
ENSMUSG00000088167,Gm23535,1[-]149707377-149707482,0,0,0,0,0,0,0,0,0
ENSMUSG00000091129,Iqcf6,9[+]106626582-106627675,0,0,0,0,0,0,0,0,0
ENSMUSG00000065328,Gm22053,14[+]10478674-10478873,0,0,0,0,0,0,0,0,0
ENSMUSG00000065329,Gm22054,5[-]23836167-23836321,0,0,0,0,0,0,0,0,0
ENSMUSG00000065322,Gm22055,4[+]45548743-45548849,0,0,0,0,0,0,0,0,0
ENSMUSG00000060131,Atp8b4,2[-]126320973-126500674,237,50,26,109,63,12,128,114,697
ENSMUSG00000065320,Gm22056,5[-]113928724-113928804,0,0,0,0,0,0,0,0,1
ENSMUSG00000065321,Gm22057,X[-]138303307-138303413,0,0,0,0,0,0,0,0,0
ENSMUSG00000065327,Gm22058,12[+]69930904-69931213,0,0,0,0,0,0,0,0,0
ENSMUSG00000082607,Gm12045,11[+]21491314-21491886,0,0,0,0,0,0,0,0,0
ENSMUSG00000047203,Vmn1r54,6[+]90269106-90270053,0,0,0,0,0,0,0,0,0
ENSMUSG00000047205,Dusp18,11[+]3895240-3901296,379,285,227,587,172,132,325,123,292
ENSMUSG00000047207,Olfr1495,19[+]13764606-13770248,0,0,0,0,0,0,0,0,0
ENSMUSG00000024725,Ostf1,19[-]18579328-18631789,5510,11572,5767,3556,6191,4456,4226,2230,4558
ENSMUSG00000097979,Gm4691,6[-]128202150-128203276,281,588,12,9,14,11,93,17,29
ENSMUSG00000109995,B020031H02Rik,8[+]11948339-12000216,0,0,0,0,0,0,0,0,0
ENSMUSG00000097972,Scgb2b15,7[-]32827683-32829662,0,0,0,0,0,0,0,0,0
ENSMUSG00000097973,Gm4929,12[-]13752674-13753665,0,0,0,0,1,1,0,0,0
ENSMUSG00000067780,Pi15,1[+]17601901-17630939,2,0,0,55,0,0,40,55,131
ENSMUSG00000097971,Gm26917,17[+]39843013-39846341,456,954,1037,212,1465,682,307,382,767
ENSMUSG00000067786,Nnat,2[+]157560078-157562522,3666,17578,2889,1500,7904,54530,28603,1572,19669
ENSMUSG00000097977,Gm5652,12[-]5589617-5590624,2,1,1,0,0,0,0,0,0
ENSMUSG00000097974,Gm10605,7[+]99625936-99631711,103,110,32,28,44,47,120,45,64
ENSMUSG00000097975,Gm8079,8[-]79549774-79550748,0,0,0,0,0,0,0,0,0
ENSMUSG00000109997,9430099M06Rik,8[-]102706049-102706790,0,0,0,0,0,0,0,0,0
ENSMUSG00000046493,Olfr1352,10[+]78981050-78987903,0,0,0,0,0,0,0,0,0
ENSMUSG00000053279,Aldh1a1,19[+]20601961-20643462,900,1353,124,1820,142,321,2106,1339,1668
ENSMUSG00000088168,Gm23540,4[-]121083986-121084149,0,0,0,0,0,0,0,0,1
ENSMUSG00000109839,Gm45677,8[+]15537582-15538922,0,0,0,0,0,0,0,0,0
ENSMUSG00000109838,Gm45341,8[-]50117745-50517889,0,0,0,0,0,0,0,0,0
ENSMUSG00000102500,Gm37371,1[+]140823327-140823718,0,0,0,0,0,0,0,0,0
ENSMUSG00000108022,Gm7298,6[+]121732932-121789084,0,0,0,0,0,0,0,0,0
ENSMUSG00000109833,Gm45573,11[-]70532232-70532939,0,0,0,0,0,0,0,0,0
ENSMUSG00000109832,Olfr662-ps1,7[+]104700257-104700652,0,0,0,0,0,0,0,0,0
ENSMUSG00000109831,Gm45320,7[+]135742676-135833187,0,0,0,0,0,0,0,0,0
ENSMUSG00000102501,Gm37372,1[-]106072584-106075894,0,0,0,0,0,0,1,0,0
ENSMUSG00000109837,Gm45655,7[+]103939754-103939913,0,0,0,0,0,0,0,0,0
ENSMUSG00000109836,Gm45884,18[+]36292626-36296041,0,0,0,71,0,0,6,21,188
ENSMUSG00000109835,Olfr730,14[-]50183296-50188198,0,0,0,2,0,0,2,0,0
ENSMUSG00000109834,Gm5650,7[+]138062006-138062603,0,1,0,0,0,0,0,0,0
ENSMUSG00000068324,Gm10029,13[-]6662565-6662894,59,49,9,32,11,9,39,51,84
ENSMUSG00000068327,Tlx2,6[-]83068324-83070293,6,6,2,0,10,0,0,17,9
ENSMUSG00000068323,Slc4a5,6[+]83219828-83304945,2,10,2,2,2,4,12,0,0
ENSMUSG00000068329,Htra2,6[-]83051266-83055273,1181,2957,1093,789,1776,1215,1084,999,1106
ENSMUSG00000068328,Aup1,6[+]83054521-83057808,5501,13743,5876,2538,7869,6654,3775,2453,3434
ENSMUSG00000110079,Gm45292,8[+]91450306-91452512,2,0,0,4,0,0,0,0,2
ENSMUSG00000110078,Gm45241,7[-]135850708-135854448,0,0,0,0,0,0,0,0,0
ENSMUSG00000106388,Rhox7-ps2,X[-]37676370-37679555,0,0,0,0,0,0,0,0,0
ENSMUSG00000106389,Gm21006,5[-]84866179-84866845,0,0,0,0,0,0,0,0,0
ENSMUSG00000099904,Gm28270,Y[+]8931764-8931872,0,0,0,0,0,0,0,0,0
ENSMUSG00000106384,Gm43188,5[-]132497678-132499837,0,0,0,0,0,0,2,0,0
ENSMUSG00000106385,Gm42943,3[+]156731098-156734339,0,0,0,0,0,0,0,2,0
ENSMUSG00000106386,Gm42991,5[-]131972050-131975886,0,0,0,0,0,0,0,0,5
ENSMUSG00000106387,Igkv4-73,6[-]69197583-69198116,8,18,1,0,6,0,0,0,18
ENSMUSG00000106380,Gm43683,5[+]52441159-52443252,0,0,0,0,0,0,0,0,2
ENSMUSG00000092029,Gm9027,16[+]61377256-61377916,8,1,0,1,0,0,2,0,8
ENSMUSG00000110077,Gm45632,7[-]105622817-105624704,2,0,0,3,0,0,0,4,5
ENSMUSG00000106383,E330034L11Rik,3[+]95639304-95641045,84,100,40,19,72,18,58,5,103
ENSMUSG00000064493,Snora28,12[+]111540941-111541067,0,0,0,1,0,0,0,1,1
ENSMUSG00000064492,Gm22060,9[-]32446822-32446928,0,0,0,0,0,0,0,0,0
ENSMUSG00000064491,Gm22061,11[+]98946444-98946550,1,0,0,0,0,0,0,0,1
ENSMUSG00000063442,Gm7117,X[-]105725128-105725514,1,1,0,0,1,0,1,3,5
ENSMUSG00000063445,Nmral1,16[-]4710059-4719356,718,1589,698,267,948,748,510,311,283
ENSMUSG00000064496,DQ267101,12[+]109651424-109651496,0,0,0,0,0,0,1,0,0
ENSMUSG00000064495,Gm24313,11[-]6619808-6619940,2,9,3,2,1,0,2,0,5
ENSMUSG00000063446,Plppr1,4[+]49059273-49340259,6,4,0,0,7,0,0,9,16
ENSMUSG00000076946,Mir582,13[+]109324744-109324824,0,0,0,0,0,0,0,0,0
ENSMUSG00000076944,Gm22064,7[+]143780090-143780155,0,0,0,0,0,0,0,0,0
ENSMUSG00000076940,Iglv2,16[-]19260401-19260859,266,159,9,4,63,2,61,24,122
ENSMUSG00000107845,Gm44212,6[+]44821571-44822467,0,0,0,0,0,0,0,0,0
ENSMUSG00000076948,Mir467e,2[+]10505721-10505807,0,0,0,0,0,0,0,0,0
ENSMUSG00000076949,Gm22066,3[-]123015259-123015368,0,0,0,0,0,0,0,0,0
ENSMUSG00000100979,Gm29347,1[+]120856674-120858010,0,0,0,0,0,0,0,0,0
ENSMUSG00000100978,Gm20912,Y[-]81724610-81725302,0,0,0,0,0,0,0,0,0
ENSMUSG00000066438,Plekhd1,12[+]80692591-80724214,6,5,0,8,0,2,0,2,2
ENSMUSG00000100971,Gm28824,Y[-]69766529-69769872,0,0,0,0,0,0,0,0,0
ENSMUSG00000100970,Gm29270,Y[-]49473820-49477161,0,0,0,0,0,0,0,0,0
ENSMUSG00000100973,Gm29299,Y[+]86602267-86628474,0,0,0,0,0,0,0,0,0
ENSMUSG00000100972,Gm28553,Y[+]48856497-48882617,0,0,0,0,0,0,0,0,0
ENSMUSG00000100975,Gm28875,12[-]104925501-104926689,383,599,105,262,498,116,641,161,675
ENSMUSG00000102641,Ighv1-3,12[-]114481615-114481916,0,0,0,0,0,0,0,0,0
ENSMUSG00000100977,Gm29334,1[+]100653800-100654156,0,0,0,0,0,0,0,0,0
ENSMUSG00000100976,Gm29134,Y[+]69670176-69670660,0,0,0,0,0,0,0,0,0
ENSMUSG00000092474,Gm20478,17[+]36167982-36171805,0,0,0,0,5,0,2,0,3
ENSMUSG00000092476,Vmn1r-ps65,7[+]12214595-12215545,0,0,0,0,0,0,0,0,0
ENSMUSG00000092477,Gm18808,17[-]37413142-37415123,0,0,0,0,0,0,0,0,0
ENSMUSG00000092470,Gm20518,16[-]17835277-17891671,59,202,11,0,141,11,23,40,66
ENSMUSG00000092471,Cyp21a2-ps,17[-]34719813-34722252,0,41,18,2,38,83,40,0,20
ENSMUSG00000092472,Gm20473,12[-]23338309-23338420,0,0,0,0,0,0,0,0,0
ENSMUSG00000092473,Vmn1r180,7[+]23952387-23953356,0,0,0,0,0,0,0,0,0
ENSMUSG00000019932,Kera,10[+]97606879-97613692,0,0,0,6,0,0,0,0,2
ENSMUSG00000019933,Mrln,10[+]70204664-70219711,5,0,0,12,5,13,5,0,13
ENSMUSG00000019935,Slc17a8,10[-]89574020-89621253,0,0,0,8,0,0,6,8,0
ENSMUSG00000019936,Epyc,10[+]97644068-97682454,0,0,0,0,0,0,0,0,4
ENSMUSG00000100888,Gm29567,Y[-]78064684-78065298,0,0,0,0,0,0,0,0,0
ENSMUSG00000107596,Gm18913,6[+]65432160-65433948,0,0,0,2,0,0,1,0,1
ENSMUSG00000020349,Ppp2ca,11[+]52098681-52127778,6739,6628,2149,12884,2147,1894,7594,5811,10252
ENSMUSG00000103779,Gm36931,17[-]51766643-51771443,1,1,1,1,1,1,1,1,33
ENSMUSG00000103776,2900035J10Rik,1[+]194732707-194733238,0,0,0,2,0,0,0,0,0
ENSMUSG00000020346,Mgat1,11[+]49244191-49263030,734,733,2905,309,1249,2089,945,798,470
ENSMUSG00000064147,Rab44,17[+]29135056-29148980,57,228,67,23,152,33,37,8,17
ENSMUSG00000070464,Ccl26,5[-]135560448-135563569,0,0,0,0,0,0,2,0,0
ENSMUSG00000103772,Gm36933,1[+]180376444-180379514,6,0,2,2,4,2,2,2,4
ENSMUSG00000064140,Trim38,13[+]23782572-23791495,0,0,0,1,2,0,0,0,4
ENSMUSG00000103770,Pcdha9,18[+]36997880-37187657,0,0,0,0,0,0,0,0,0
ENSMUSG00000103771,Gm36934,1[+]155864960-155865265,1,0,0,0,0,0,0,0,0
ENSMUSG00000053490,Trim60,8[-]64999307-65018584,0,0,0,0,0,0,0,0,0
ENSMUSG00000107595,Gm44441,6[+]103564356-103566830,0,0,0,0,0,0,0,0,2
ENSMUSG00000053499,Gm5444,13[+]4771651-4836485,0,0,0,0,0,0,0,0,0
ENSMUSG00000084731,Gm25806,5[-]83690004-83690125,0,0,0,0,0,0,0,0,0
ENSMUSG00000107479,Gm44029,6[-]66451949-66465738,0,0,0,0,0,0,0,0,2
ENSMUSG00000107478,Gm45234,6[-]124739189-124756021,598,1392,186,51,320,426,354,152,20
ENSMUSG00000107475,Gm19177,6[+]107881073-107881685,0,0,0,0,0,0,0,0,0
ENSMUSG00000102643,Gm37547,Y[+]25112581-25115921,1,0,1,1,0,0,0,0,0
ENSMUSG00000107477,Gm44366,6[-]134889774-134892067,0,0,0,0,0,0,2,0,10
ENSMUSG00000107476,Zfp862-ps,6[+]48504337-48534832,646,970,221,373,451,340,828,340,814
ENSMUSG00000107471,Gm44147,6[+]123150076-123150169,0,0,0,0,0,0,0,0,0
ENSMUSG00000107470,Gm3375,7[+]3181093-3181888,224,365,118,228,88,86,89,113,64
ENSMUSG00000107473,Gm44255,6[+]77984516-77986568,0,0,0,0,0,0,0,0,0
ENSMUSG00000107472,Gm44265,6[-]88353142-88353606,0,0,0,0,0,0,0,0,0
ENSMUSG00000054728,Phactr1,13[+]42680623-43138526,127,280,45,32,150,88,49,172,29
ENSMUSG00000054723,Vmac,17[-]56713932-56717699,848,871,484,585,480,694,1313,605,961
ENSMUSG00000054720,Lrrc8c,5[+]105519388-105613018,1269,1573,641,1045,965,404,909,525,2007
ENSMUSG00000054727,1700013H16Rik,X[-]53742901-53757831,0,0,0,0,0,0,0,0,0
ENSMUSG00000079806,Gm21719,Y[-]6680421-6682872,0,0,0,0,0,0,0,0,0
ENSMUSG00000113498,AC153727.1,12[-]21624760-21630450,0,0,0,0,0,0,1,0,0
ENSMUSG00000054622,D730045B01Rik,5[-]151367720-151428210,1,4,11,6,2,5,21,6,13
ENSMUSG00000036744,Olfr701,7[+]106814129-106821472,0,0,0,0,0,0,0,0,0
ENSMUSG00000096206,Gm22317,12[-]54738459-54738622,17,27,4,14,34,5,22,33,29
ENSMUSG00000096205,Gm22068,11[+]87426716-87426879,27,49,9,9,49,8,30,50,30
ENSMUSG00000099252,Gm27265,4[+]43905078-43905154,0,0,0,0,0,0,0,0,0
ENSMUSG00000099255,Gm27266,5[+]131577987-131578109,0,0,0,0,0,0,0,0,0
ENSMUSG00000099254,Mir7030,5[+]115645573-115645632,1,2,1,4,1,0,3,0,4
ENSMUSG00000099257,Mir6342,1[+]29421488-29421612,0,0,0,0,0,0,0,0,0
ENSMUSG00000036743,Psma8,18[+]14706151-14762299,0,0,0,11,0,0,8,2,20
ENSMUSG00000099259,Mir6922,11[-]60202262-60202327,1,1,1,1,1,1,1,0,1
ENSMUSG00000099258,Mir7047,7[-]24987604-24987667,0,0,0,0,0,0,0,0,0
ENSMUSG00000033510,Otud7a,7[+]63444751-63759028,4,7,2,4,6,2,2,4,8
ENSMUSG00000036748,Cuedc2,19[-]46329812-46338660,1666,4160,1986,1054,2273,2521,1271,1352,1240
ENSMUSG00000064762,Gm23738,4[+]68182532-68182702,0,0,0,0,0,0,0,0,0
ENSMUSG00000096209,Olfr510,7[+]108666418-108670259,0,0,0,0,0,0,0,0,0
ENSMUSG00000073867,AA474408,7[-]110057987-110061325,19,12,8,30,8,4,25,17,72
ENSMUSG00000111386,AC155934.1,9[-]85637289-85639567,0,0,0,0,0,0,0,0,0
ENSMUSG00000113030,CT009754.1,13[-]17961150-17992533,3,2,1,8,0,0,5,3,4
ENSMUSG00000113031,AC158365.1,12[-]74314201-74317162,0,0,0,0,0,0,4,0,0
ENSMUSG00000113032,AC158633.3,10[+]99719143-99891158,0,0,0,0,0,0,0,0,0
ENSMUSG00000113033,AC156798.1,12[-]26431153-26436819,0,0,0,0,0,0,0,0,0
ENSMUSG00000113034,AC138401.1,13[+]71625028-71625143,0,0,0,0,0,0,0,0,0
