Gene Name,Pos.,Count (COLD1),Count (COLD2),Count (COLD3),Count (COLD4),Count (RT1),Count (RT2),Count (RT3),Count (RT4),Count (RT5)
Gm3776,9[+]78257129-78269166,0,0,0,0,0,0,0,2,0
AC124744.1,13[+]3273235-3282998,0,0,0,0,0,0,0,0,0
Col8a2,4[+]126286793-126314330,4,14,18,10,9,20,6,6,12
Gm18453,7[-]58948934-58949559,0,0,0,0,0,0,0,0,0
AC069561.5,9[-]38647486-38658393,0,0,0,0,0,0,0,0,0
Gm29079,Y[+]34751370-34751984,0,0,0,0,0,0,0,0,0
AC105958.2,9[-]37478453-37478643,0,0,0,0,0,0,0,0,0
AC121870.1,9[-]47481628-47486506,0,0,0,0,0,0,0,0,0
AC153881.2,10[-]48810278-48810481,0,0,0,0,0,0,0,0,0
AC169084.1,9[+]6070313-6074278,0,0,0,0,0,0,0,0,0
Gm36928,Y[+]12883607-12884300,0,0,0,0,0,0,0,0,0
Gm7740,17[+]21175779-21177305,0,0,0,0,0,0,0,0,1
Gm25798,7[-]138101433-138101539,0,0,0,0,0,0,0,0,0
Gm45200,7[+]92778505-92779423,2,0,0,0,0,0,0,0,0
Nrn1l,8[+]105893567-105895023,4,17,0,0,14,24,11,11,9
Gm44681,7[+]91647711-91648552,0,0,0,0,0,0,0,0,0
Gm43345,3[-]27308406-27308674,0,0,0,0,0,0,0,0,0
Gm42622,5[+]88144704-88145058,0,0,0,0,0,0,0,0,0
Gm43654,3[-]127829555-127832971,0,0,0,8,0,0,0,0,1
Tdpoz2,3[-]93651542-93652686,0,0,0,0,0,0,0,0,0
Gm43012,5[+]137337409-137338345,6,13,6,29,0,2,8,0,29
Gm43526,3[+]157071744-157073308,0,0,0,2,0,0,0,0,0
Gm18985,5[+]3212335-3213694,0,0,0,0,0,0,0,0,0
C430019N01Rik,5[-]97999384-98000950,0,0,0,0,0,0,0,1,1
Gm10030,9[+]110989499-111008029,18,49,8,17,14,0,47,30,75
Gm25800,17[-]62456987-62457120,0,0,0,0,0,0,0,0,0
Olfr135,17[+]38204335-38210915,0,0,0,0,0,0,0,0,0
Gm42627,5[+]108903226-108903449,4,17,13,2,8,6,4,2,2
1700084M14Rik,X[-]91575210-91575911,0,0,0,0,0,0,0,0,0
Ubxn11,4[+]134102570-134127593,328,662,376,16,727,49,46,198,332
Aim1l,4[+]134060815-134092504,76,160,66,4,95,7,7,65,77
Apex2,X[-]150519519-150589868,343,1574,537,348,403,339,437,210,347
Maged2,X[-]150806370-150814345,584,1324,811,810,645,1317,875,510,632
Gnl3l,X[-]150983141-151017322,258,284,112,583,179,94,302,268,1058
Fgd1,X[+]151046150-151089521,162,232,176,44,171,158,165,64,87
Tsr2,X[-]151087094-151096543,351,553,160,469,169,215,635,659,916
Fam120c,X[+]151344175-151471842,166,224,150,131,151,127,219,41,361
Huwe1,X[+]151800807-151935417,9209,7843,2016,5246,3163,1061,6891,3036,10194
Hsd17b10,X[+]152001845-152004442,5586,14629,3781,3613,4267,4024,5127,2089,2710
Gm22051,2[+]10506555-10506681,0,0,0,0,0,0,0,0,0
Gm17181,1[+]87514175-87514297,0,0,0,0,0,0,0,0,0
Gm8247,14[+]44583153-44588402,0,0,0,0,0,0,0,0,0
Gm13693,2[+]83961503-83963995,0,1,0,1,1,0,1,0,2
Hist1h2bl,13[-]21715763-21716143,9,37,19,8,17,24,13,4,5
Gm23535,1[-]149707377-149707482,0,0,0,0,0,0,0,0,0
Iqcf6,9[+]106626582-106627675,0,0,0,0,0,0,0,0,0
Gm22053,14[+]10478674-10478873,0,0,0,0,0,0,0,0,0
Gm22054,5[-]23836167-23836321,0,0,0,0,0,0,0,0,0
Gm22055,4[+]45548743-45548849,0,0,0,0,0,0,0,0,0
Atp8b4,2[-]126320973-126500674,237,50,26,109,63,12,128,114,697
Gm22056,5[-]113928724-113928804,0,0,0,0,0,0,0,0,1
Gm22057,X[-]138303307-138303413,0,0,0,0,0,0,0,0,0
Gm22058,12[+]69930904-69931213,0,0,0,0,0,0,0,0,0
Gm12045,11[+]21491314-21491886,0,0,0,0,0,0,0,0,0
Vmn1r54,6[+]90269106-90270053,0,0,0,0,0,0,0,0,0
Dusp18,11[+]3895240-3901296,379,285,227,587,172,132,325,123,292
Olfr1495,19[+]13764606-13770248,0,0,0,0,0,0,0,0,0
Ostf1,19[-]18579328-18631789,5510,11572,5767,3556,6191,4456,4226,2230,4558
Gm4691,6[-]128202150-128203276,281,588,12,9,14,11,93,17,29
B020031H02Rik,8[+]11948339-12000216,0,0,0,0,0,0,0,0,0
Scgb2b15,7[-]32827683-32829662,0,0,0,0,0,0,0,0,0
Gm4929,12[-]13752674-13753665,0,0,0,0,1,1,0,0,0
Pi15,1[+]17601901-17630939,2,0,0,55,0,0,40,55,131
Gm26917,17[+]39843013-39846341,456,954,1037,212,1465,682,307,382,767
Nnat,2[+]157560078-157562522,3666,17578,2889,1500,7904,54530,28603,1572,19669
Gm5652,12[-]5589617-5590624,2,1,1,0,0,0,0,0,0
Gm10605,7[+]99625936-99631711,103,110,32,28,44,47,120,45,64
Gm8079,8[-]79549774-79550748,0,0,0,0,0,0,0,0,0
9430099M06Rik,8[-]102706049-102706790,0,0,0,0,0,0,0,0,0
Olfr1352,10[+]78981050-78987903,0,0,0,0,0,0,0,0,0
Aldh1a1,19[+]20601961-20643462,900,1353,124,1820,142,321,2106,1339,1668
Gm23540,4[-]121083986-121084149,0,0,0,0,0,0,0,0,1
Gm45677,8[+]15537582-15538922,0,0,0,0,0,0,0,0,0
Gm45341,8[-]50117745-50517889,0,0,0,0,0,0,0,0,0
Gm37371,1[+]140823327-140823718,0,0,0,0,0,0,0,0,0
Gm7298,6[+]121732932-121789084,0,0,0,0,0,0,0,0,0
Gm45573,11[-]70532232-70532939,0,0,0,0,0,0,0,0,0
Olfr662-ps1,7[+]104700257-104700652,0,0,0,0,0,0,0,0,0
Gm45320,7[+]135742676-135833187,0,0,0,0,0,0,0,0,0
Gm37372,1[-]106072584-106075894,0,0,0,0,0,0,1,0,0
Gm45655,7[+]103939754-103939913,0,0,0,0,0,0,0,0,0
Gm45884,18[+]36292626-36296041,0,0,0,71,0,0,6,21,188
Olfr730,14[-]50183296-50188198,0,0,0,2,0,0,2,0,0
Gm5650,7[+]138062006-138062603,0,1,0,0,0,0,0,0,0
Gm10029,13[-]6662565-6662894,59,49,9,32,11,9,39,51,84
Tlx2,6[-]83068324-83070293,6,6,2,0,10,0,0,17,9
Slc4a5,6[+]83219828-83304945,2,10,2,2,2,4,12,0,0
Htra2,6[-]83051266-83055273,1181,2957,1093,789,1776,1215,1084,999,1106
Aup1,6[+]83054521-83057808,5501,13743,5876,2538,7869,6654,3775,2453,3434
Gm45292,8[+]91450306-91452512,2,0,0,4,0,0,0,0,2
Gm45241,7[-]135850708-135854448,0,0,0,0,0,0,0,0,0
Rhox7-ps2,X[-]37676370-37679555,0,0,0,0,0,0,0,0,0
Gm21006,5[-]84866179-84866845,0,0,0,0,0,0,0,0,0
Gm28270,Y[+]8931764-8931872,0,0,0,0,0,0,0,0,0
Gm43188,5[-]132497678-132499837,0,0,0,0,0,0,2,0,0
Gm42943,3[+]156731098-156734339,0,0,0,0,0,0,0,2,0
Gm42991,5[-]131972050-131975886,0,0,0,0,0,0,0,0,5
Igkv4-73,6[-]69197583-69198116,8,18,1,0,6,0,0,0,18
Gm43683,5[+]52441159-52443252,0,0,0,0,0,0,0,0,2
Gm9027,16[+]61377256-61377916,8,1,0,1,0,0,2,0,8
Gm45632,7[-]105622817-105624704,2,0,0,3,0,0,0,4,5
E330034L11Rik,3[+]95639304-95641045,84,100,40,19,72,18,58,5,103
Snora28,12[+]111540941-111541067,0,0,0,1,0,0,0,1,1
Gm22060,9[-]32446822-32446928,0,0,0,0,0,0,0,0,0
Gm22061,11[+]98946444-98946550,1,0,0,0,0,0,0,0,1
Gm7117,X[-]105725128-105725514,1,1,0,0,1,0,1,3,5
Nmral1,16[-]4710059-4719356,718,1589,698,267,948,748,510,311,283
DQ267101,12[+]109651424-109651496,0,0,0,0,0,0,1,0,0
Gm24313,11[-]6619808-6619940,2,9,3,2,1,0,2,0,5
Plppr1,4[+]49059273-49340259,6,4,0,0,7,0,0,9,16
Mir582,13[+]109324744-109324824,0,0,0,0,0,0,0,0,0
Gm22064,7[+]143780090-143780155,0,0,0,0,0,0,0,0,0
Iglv2,16[-]19260401-19260859,266,159,9,4,63,2,61,24,122
Gm44212,6[+]44821571-44822467,0,0,0,0,0,0,0,0,0
Mir467e,2[+]10505721-10505807,0,0,0,0,0,0,0,0,0
Gm22066,3[-]123015259-123015368,0,0,0,0,0,0,0,0,0
Gm29347,1[+]120856674-120858010,0,0,0,0,0,0,0,0,0
Gm20912,Y[-]81724610-81725302,0,0,0,0,0,0,0,0,0
Plekhd1,12[+]80692591-80724214,6,5,0,8,0,2,0,2,2
Gm28824,Y[-]69766529-69769872,0,0,0,0,0,0,0,0,0
Gm29270,Y[-]49473820-49477161,0,0,0,0,0,0,0,0,0
Gm29299,Y[+]86602267-86628474,0,0,0,0,0,0,0,0,0
Gm28553,Y[+]48856497-48882617,0,0,0,0,0,0,0,0,0
Gm28875,12[-]104925501-104926689,383,599,105,262,498,116,641,161,675
Ighv1-3,12[-]114481615-114481916,0,0,0,0,0,0,0,0,0
Gm29334,1[+]100653800-100654156,0,0,0,0,0,0,0,0,0
Gm29134,Y[+]69670176-69670660,0,0,0,0,0,0,0,0,0
Gm20478,17[+]36167982-36171805,0,0,0,0,5,0,2,0,3
Vmn1r-ps65,7[+]12214595-12215545,0,0,0,0,0,0,0,0,0
Gm18808,17[-]37413142-37415123,0,0,0,0,0,0,0,0,0
Gm20518,16[-]17835277-17891671,59,202,11,0,141,11,23,40,66
Cyp21a2-ps,17[-]34719813-34722252,0,41,18,2,38,83,40,0,20
Gm20473,12[-]23338309-23338420,0,0,0,0,0,0,0,0,0
Vmn1r180,7[+]23952387-23953356,0,0,0,0,0,0,0,0,0
Kera,10[+]97606879-97613692,0,0,0,6,0,0,0,0,2
Mrln,10[+]70204664-70219711,5,0,0,12,5,13,5,0,13
Slc17a8,10[-]89574020-89621253,0,0,0,8,0,0,6,8,0
Epyc,10[+]97644068-97682454,0,0,0,0,0,0,0,0,4
Gm29567,Y[-]78064684-78065298,0,0,0,0,0,0,0,0,0
Gm18913,6[+]65432160-65433948,0,0,0,2,0,0,1,0,1
Ppp2ca,11[+]52098681-52127778,6739,6628,2149,12884,2147,1894,7594,5811,10252
Gm36931,17[-]51766643-51771443,1,1,1,1,1,1,1,1,33
2900035J10Rik,1[+]194732707-194733238,0,0,0,2,0,0,0,0,0
Mgat1,11[+]49244191-49263030,734,733,2905,309,1249,2089,945,798,470
Rab44,17[+]29135056-29148980,57,228,67,23,152,33,37,8,17
Ccl26,5[-]135560448-135563569,0,0,0,0,0,0,2,0,0
Gm36933,1[+]180376444-180379514,6,0,2,2,4,2,2,2,4
Trim38,13[+]23782572-23791495,0,0,0,1,2,0,0,0,4
Pcdha9,18[+]36997880-37187657,0,0,0,0,0,0,0,0,0
Gm36934,1[+]155864960-155865265,1,0,0,0,0,0,0,0,0
Trim60,8[-]64999307-65018584,0,0,0,0,0,0,0,0,0
Gm44441,6[+]103564356-103566830,0,0,0,0,0,0,0,0,2
Gm5444,13[+]4771651-4836485,0,0,0,0,0,0,0,0,0
Gm25806,5[-]83690004-83690125,0,0,0,0,0,0,0,0,0
Gm44029,6[-]66451949-66465738,0,0,0,0,0,0,0,0,2
Gm45234,6[-]124739189-124756021,598,1392,186,51,320,426,354,152,20
Gm19177,6[+]107881073-107881685,0,0,0,0,0,0,0,0,0
Gm37547,Y[+]25112581-25115921,1,0,1,1,0,0,0,0,0
Gm44366,6[-]134889774-134892067,0,0,0,0,0,0,2,0,10
Zfp862-ps,6[+]48504337-48534832,646,970,221,373,451,340,828,340,814
Gm44147,6[+]123150076-123150169,0,0,0,0,0,0,0,0,0
Gm3375,7[+]3181093-3181888,224,365,118,228,88,86,89,113,64
Gm44255,6[+]77984516-77986568,0,0,0,0,0,0,0,0,0
Gm44265,6[-]88353142-88353606,0,0,0,0,0,0,0,0,0
Phactr1,13[+]42680623-43138526,127,280,45,32,150,88,49,172,29
Vmac,17[-]56713932-56717699,848,871,484,585,480,694,1313,605,961
Lrrc8c,5[+]105519388-105613018,1269,1573,641,1045,965,404,909,525,2007
1700013H16Rik,X[-]53742901-53757831,0,0,0,0,0,0,0,0,0
Gm21719,Y[-]6680421-6682872,0,0,0,0,0,0,0,0,0
AC153727.1,12[-]21624760-21630450,0,0,0,0,0,0,1,0,0
D730045B01Rik,5[-]151367720-151428210,1,4,11,6,2,5,21,6,13
Olfr701,7[+]106814129-106821472,0,0,0,0,0,0,0,0,0
Gm22317,12[-]54738459-54738622,17,27,4,14,34,5,22,33,29
Gm22068,11[+]87426716-87426879,27,49,9,9,49,8,30,50,30
Gm27265,4[+]43905078-43905154,0,0,0,0,0,0,0,0,0
Gm27266,5[+]131577987-131578109,0,0,0,0,0,0,0,0,0
Mir7030,5[+]115645573-115645632,1,2,1,4,1,0,3,0,4
Mir6342,1[+]29421488-29421612,0,0,0,0,0,0,0,0,0
Psma8,18[+]14706151-14762299,0,0,0,11,0,0,8,2,20
Mir6922,11[-]60202262-60202327,1,1,1,1,1,1,1,0,1
Mir7047,7[-]24987604-24987667,0,0,0,0,0,0,0,0,0
Otud7a,7[+]63444751-63759028,4,7,2,4,6,2,2,4,8
Cuedc2,19[-]46329812-46338660,1666,4160,1986,1054,2273,2521,1271,1352,1240
Gm23738,4[+]68182532-68182702,0,0,0,0,0,0,0,0,0
Olfr510,7[+]108666418-108670259,0,0,0,0,0,0,0,0,0
AA474408,7[-]110057987-110061325,19,12,8,30,8,4,25,17,72
AC155934.1,9[-]85637289-85639567,0,0,0,0,0,0,0,0,0
CT009754.1,13[-]17961150-17992533,3,2,1,8,0,0,5,3,4
AC158365.1,12[-]74314201-74317162,0,0,0,0,0,0,4,0,0
AC158633.3,10[+]99719143-99891158,0,0,0,0,0,0,0,0,0
AC156798.1,12[-]26431153-26436819,0,0,0,0,0,0,0,0,0
AC138401.1,13[+]71625028-71625143,0,0,0,0,0,0,0,0,0
AC157822.3,12[-]69464787-69475550,243,262,44,10,79,0,9,197,310
AC139941.1,13[-]12259793-12260270,65,27,8,5,13,9,68,0,3
AC147162.1,13[+]48593501-48595843,0,0,0,0,0,0,0,0,0
AC159232.2,13[-]16273191-16277838,0,0,0,0,0,0,0,0,0
Hikeshi,7[-]89917529-89941204,586,817,362,647,353,332,599,287,625
Zfp599,9[-]22247430-22259895,18,5,8,7,0,0,13,10,70
Olfr1158,2[+]87990113-87991054,0,0,0,0,0,0,0,0,0
Gm382,X[+]127039972-127063986,0,0,0,0,0,0,0,0,0
Arf2,11[+]103966739-103985337,1018,520,171,1157,219,204,996,768,1110
Olfr304,7[-]86385657-86386658,0,0,0,0,0,0,0,0,0
Rab3d,9[-]21907491-21918192,3816,2487,1132,1227,866,1279,1723,1556,919
Gm16373,X[+]116886881-116887183,0,0,0,0,0,0,0,0,0
Cdcp1,9[-]123170824-123216038,26,16,0,0,25,0,12,14,66
Gm17084,13[+]34034526-34035036,212,17,6,155,21,19,4,5,5
3830432H09Rik,1[-]119529480-119536165,0,0,0,0,0,0,0,0,0
Gm7808,9[-]19927896-19928282,0,0,0,0,0,0,0,0,0
Gm29189,Y[-]79985619-79986233,0,0,0,0,0,0,0,0,0
Gm17183,14[+]44530797-44533002,0,0,0,0,0,0,0,0,0
Gm18505,1[-]148650345-148651134,0,0,0,0,0,0,1,0,0
Gm29335,1[-]88722366-88722824,0,0,0,1,0,0,0,0,0
Gm28849,Y[-]9420765-9430932,0,0,0,0,0,0,0,0,0
Gm29006,1[+]18307984-18313686,0,0,0,0,0,0,0,0,0
Gm5733,7[-]47733002-47733940,0,0,0,0,0,0,0,0,0
Ubl4b,3[-]107553687-107555073,0,0,2,0,0,0,0,6,0
Ppp4r1l-ps,2[-]173579320-173659640,551,1210,528,378,509,432,443,287,717
Oosp2,19[-]11647279-11660559,0,0,0,0,0,0,0,0,0
Gm44012,6[+]84921123-84924996,0,0,0,2,0,0,0,0,0
Gm44052,6[-]67221902-67222544,0,0,0,0,0,0,0,0,0
Gm44246,6[-]88188397-88190681,0,13,0,0,0,4,0,0,0
Gm44596,6[+]128375503-128407475,0,0,0,0,0,13,0,1,0
Cldn34b3,X[+]76264304-76267738,0,0,0,0,0,0,0,0,0
Gm18539,6[+]48981120-48982209,0,0,0,0,0,0,0,0,0
Gm44380,6[+]4367774-4368066,2,0,0,3,0,0,0,0,0
Gm43878,6[+]82823214-82841371,16,31,30,6,0,25,4,0,0
Gm43928,6[-]113440486-113440894,0,0,0,2,0,0,0,4,0
Gm44108,6[-]100626519-100626940,4,0,0,0,0,0,0,0,0
Rpl10l,12[-]66283379-66284401,0,0,0,0,0,0,0,0,0
Gm26510,17[-]70874349-70924996,178,162,9,43,21,6,108,102,149
Gm26511,9[-]21717616-21723450,0,0,0,0,0,0,0,6,4
Gm3764,3[+]88206813-88229959,7,8,12,0,1,0,0,1,6
Gm26512,12[+]90738201-90869235,7,3,0,7,0,0,0,0,14
Gm26513,15[+]98093283-98095771,19,8,2,24,8,2,19,3,27
Gm26514,13[-]38945543-38951313,0,0,0,6,0,0,0,0,26
Gm26515,5[+]110779882-110781127,27,54,30,22,23,32,10,8,24
Gm26516,4[-]130774817-130779246,15,16,12,14,12,4,10,0,14
Gm26517,12[+]51888015-51889459,23,62,22,0,74,0,0,18,49
AC115290.2,10[+]65534654-65535277,0,0,0,4,0,0,0,4,6
AC110043.1,10[-]49661647-49663273,0,0,0,0,0,0,0,0,0
AC154734.1,12[-]56488321-56529427,0,0,0,0,0,0,0,0,0
AC168058.1,10[+]102319613-102321894,0,0,0,0,0,0,0,0,0
Mtmr2,9[+]13748410-13806481,947,631,208,2050,212,76,1332,672,2015
AC123694.1,10[-]117446015-117447493,0,3,0,0,0,0,0,0,0
AC121961.1,10[+]62602350-62604128,0,8,4,8,0,0,2,2,6
AC153504.1,10[-]99105791-99108080,45,69,53,49,141,111,105,49,193
AC153532.2,10[-]50179151-50182994,0,0,0,2,0,0,0,1,2
AC158398.1,12[+]55497721-55499951,0,0,0,0,0,0,4,0,6
Cog8,8[-]107046289-107056689,1417,2473,1316,963,1563,1300,1140,1135,1585
Nip7,8[+]107056877-107060931,907,1331,506,547,634,257,666,470,861
Has3,8[+]106870242-106884566,69,55,17,39,17,34,151,25,108
Vps4a,8[+]107031222-107045755,2732,3208,604,2412,910,601,2493,1394,2522
Gm5105,3[-]138048761-138067388,0,0,0,0,0,0,0,0,0
Lrrc56,7[+]141194157-141210055,302,922,498,167,405,464,360,150,238
Degs1,1[-]182275772-182282804,2621,6061,2989,3138,2046,3606,4777,1471,3784
Zkscan16,4[+]58943628-58958355,0,0,0,4,2,0,0,2,0
Gm27158,9[+]76989782-76990019,0,0,0,0,0,0,0,0,0
Pzp,6[-]128483567-128526720,12,20,0,4,0,0,0,1865,2
Fkbp4,6[-]128429735-128438677,6578,13568,6929,3744,6857,4641,4098,2977,3943
Tspan11,6[+]127887589-127953977,240,447,297,67,261,438,298,59,87
Prmt8,6[-]127689011-127769472,0,0,0,0,0,0,0,0,0
Tead4,6[-]128224288-128300823,110,261,52,64,53,135,100,60,80
Tspan9,6[-]127961396-128143594,1618,3562,1267,724,1382,2366,1623,394,671
Gm43661,5[-]124035201-124052352,0,0,0,0,0,0,0,3,0
4930515G16Rik,6[-]67565191-67566446,2,0,0,0,0,0,4,6,2
Gm43473,3[-]151117922-151123918,2,0,0,0,0,0,0,1,0
Gm44358,7[-]78026543-78026640,0,0,0,0,0,0,0,0,0
Gm42979,5[+]129556147-129558374,24,35,9,48,43,16,66,0,162
Trav5-2,14[+]53614945-53615224,0,0,0,0,0,0,0,0,0
Gm44329,1[-]150063157-150063268,0,0,0,0,0,0,0,0,0
Mir451b,11[-]78073170-78073241,0,0,0,0,0,0,0,0,0
Gm5684,17[+]54002372-54003332,0,0,0,0,0,0,0,0,0
Gm43644,5[-]11238536-11254753,0,0,0,0,0,0,0,0,0
Pnldc1,17[-]12888902-12910000,516,1011,347,424,178,384,322,200,309
Sft2d1,17[+]8311102-8396852,741,1223,1360,825,769,639,898,297,1121
n-R5s6,X[+]49879307-49879394,0,0,0,0,0,0,0,0,0
Gm10298,7[-]43387680-43387944,0,0,0,0,0,0,0,0,0
Ucn2,9[+]108986010-108987164,0,3,0,2,0,2,0,0,2
BC048671,6[+]90301219-90305449,0,0,0,0,0,0,0,0,0
Gm22076,12[+]45359699-45359782,0,0,0,0,0,0,0,0,0
Nckap5,1[-]125913620-126830799,48,65,14,24,18,10,41,23,105
Nkx3-2,5[-]41761483-41764501,0,9,0,0,7,0,0,0,0
Tmem239,2[+]130406478-130407902,0,0,0,0,0,0,0,0,0
Fbxo33,12[-]59200655-59219725,282,216,134,336,145,59,301,170,1116
Sec31a,5[-]100361649-100416234,4366,8746,4979,1508,5480,6085,4325,2300,2496
Msrb1,17[+]24736642-24742778,8909,26306,9429,3754,7027,8132,5818,3216,2746
Txnrd2,16[+]18426384-18479073,1930,3788,1696,1648,1637,1314,1357,1112,899
Dio3,12[+]110279068-110281097,9,4,2,2,7,10,8,2,6
Gpx4,10[+]80047166-80056439,45836,98670,50855,49292,38097,60072,48752,47123,24005
Selenos,7[+]66079649-66089405,1156,1532,916,1497,690,450,1600,504,1873
Sapcd2,2[+]25372321-25378213,69,99,101,23,316,16,37,67,31
Uap1l1,2[-]25359889-25365682,1099,2357,1446,301,1818,1334,684,700,778
Selenom,11[+]3514684-3517351,1152,3195,1986,707,1998,4975,1745,1076,719
Dpp7,2[-]25352276-25356359,1190,1848,1154,701,1944,1149,1230,609,767
Grin1,2[-]25291181-25319187,4,9,4,0,6,16,0,1,0
St8sia3,18[+]64254359-64276146,0,0,0,0,0,0,0,0,0
Fam89a,8[-]124740257-124751832,119,338,192,107,157,224,148,79,162
Gm6812,X[-]68892375-68893053,0,0,0,0,0,0,0,0,0
Tmem18,12[+]30584426-30591215,909,986,351,726,426,305,1017,374,1192
Fscb,12[-]64471330-64474690,0,0,0,0,0,0,0,0,0
Spice1,16[+]44347121-44388497,376,413,104,222,163,50,295,237,670
Gm37862,1[-]25325866-25328398,0,0,0,0,0,0,0,0,0
Dpy19l1,9[-]24411776-24503140,1321,1574,533,1553,489,336,926,790,2185
Vmn1r66,7[-]10273828-10275351,0,0,0,0,0,0,0,0,0
Laptm4b,15[+]34238026-34284295,3247,6275,2052,2337,2356,2245,4482,491,2321
Mtdh,15[+]34082694-34142386,733,523,496,929,414,224,613,564,2722
Enam,5[+]88487975-88506049,0,0,0,0,0,0,0,0,0
Nadk2,15[+]9071260-9110487,592,893,316,976,280,127,562,484,1065
Gm27028,1[+]23291537-23291935,0,0,0,22,0,0,3,0,25
Cdc7,5[+]106964322-106984432,135,154,70,190,77,30,71,120,289
Amtn,5[+]88376108-88385916,0,0,0,0,0,0,0,0,0
Ambn,5[+]88455991-88468531,0,0,2,0,0,0,0,0,0
Atp6ap2,X[+]12587801-12617049,665,664,151,1665,391,128,1066,540,2510
Gm128,3[-]95236920-95241598,9,16,20,6,14,0,2,10,0
Rxrb,17[+]34031812-34038393,2880,7155,4404,1322,4467,3310,1903,1321,2040
CT025751.2,9[+]113530229-113531233,1,9,1,1,1,1,4,0,0
Gm24979,17[+]45209966-45210091,0,0,0,0,0,0,0,2,0
Ppp1r8,4[-]132826929-132843169,1640,2293,813,788,912,566,1200,696,1162
Sema3a,5[+]13125414-13602565,162,47,30,49,34,7,46,44,224
Rpa2,4[+]132768332-132778752,582,1142,454,440,866,281,395,398,751
Smpdl3b,4[-]132732966-132757252,187,338,162,94,298,219,263,63,87
Gm22077,15[-]80080251-80080343,1,23,1,1,1,3,1,1,1
Gm22078,3[-]146387742-146387844,0,0,0,0,0,0,0,0,0
Gm22079,12[-]108862564-108862669,1,0,0,0,4,2,1,0,2
Yrdc,4[+]124850679-124855242,497,847,443,655,539,211,591,473,1063
Gm22390,2[-]145481407-145481731,0,0,0,0,0,0,0,0,0
Gm22082,19[+]34796178-34796338,0,0,0,0,0,0,0,0,0
Ly6d,15[-]74762056-74763620,10498,22542,13441,26,21341,53,1016,2149,3755
Gm22084,5[-]75372041-75372145,0,0,0,0,0,0,0,0,0
Gm36935,10[-]110037488-110037779,0,0,0,0,0,0,0,0,0
Gm36936,9[+]72728140-72730888,47,30,8,134,4,2,83,0,166
Gm36937,1[+]172322994-172323661,0,0,0,0,0,0,0,0,0
Gm36938,1[-]135896394-135899089,0,0,0,0,0,0,0,0,0
A430110C17Rik,5[-]136345884-136350231,2,2,0,6,2,0,0,0,4
4933424G06Rik,1[+]36710149-36757953,0,3,0,3,2,2,0,0,0
Gm36939,16[+]40309433-40309871,0,0,0,0,0,0,0,0,0
Sh2d1b1,1[+]170277320-170286769,26,7,0,19,2,0,16,18,27
Gm36940,9[-]56414031-56416066,4,0,0,0,0,0,0,0,0
Rimbp2,5[-]128757791-128953486,0,9,0,0,0,9,12,0,8
Piwil1,5[+]128702524-128755474,0,4,0,4,0,0,0,0,0
Rsrc2,5[-]123728426-123749414,833,1037,162,1268,306,80,1030,856,2740
Zcchc8,5[-]123698294-123721100,668,847,458,582,653,409,523,661,1471
Scarb2,5[-]92441314-92506833,4799,4396,1937,6353,1312,1060,5466,1374,5074
Stx2,5[-]128984557-129008574,1834,4866,1449,1009,1501,3090,2405,916,1350
Gdpd4,7[+]97919955-98049663,0,0,0,0,0,0,0,0,0
Kcnh8,17[+]52602709-52979194,2,2,0,2,0,0,9,0,0
Tsen34,7[+]3692863-3701024,974,2058,1216,730,946,3024,710,438,686
Alox5,6[-]116410077-116461178,224,635,408,74,326,559,307,73,49
8-Mar,6[+]116338024-116409540,1529,1749,290,275,301,169,2418,593,2037
Hrh2,13[+]54192129-54236180,399,575,209,131,322,75,255,183,320
Parm1,5[+]91517615-91626894,4315,6264,3711,5593,2559,1638,3893,919,1842
Rad17,13[-]100617165-100651059,434,98,464,757,34,38,529,462,1120
Marveld2,13[-]100595957-100616971,111,249,81,33,235,22,69,192,88
Mrps36-ps1,17[-]53866715-53867020,2,6,2,17,1,2,5,2,11
Vmn1r65,7[-]6007750-6011010,0,0,0,0,0,0,0,0,0
Ocln,13[-]100496507-100552718,4,0,0,8,5,0,12,0,11
Gtf2h2,13[-]100460218-100492579,227,276,109,327,112,49,301,147,660
Prorsd1,11[-]29511757-29515033,323,640,414,946,346,338,551,274,912
Traip,9[+]107950136-107972270,123,206,73,79,153,49,92,77,88
Nlrc5,8[+]94434356-94527272,2273,3062,1358,940,3394,682,1635,1368,4173
Rbm6,9[-]107773559-107873237,1130,967,328,1163,669,313,1299,1188,2918
Mon1a,9[+]107888151-107903139,1266,3506,2201,707,2230,2495,1112,1005,935
Rbm5,9[-]107740371-107770996,4259,4187,741,2477,2014,439,2749,2501,5889
CT025665.1,9[-]89667273-89668471,0,0,0,0,0,0,0,0,0
Zfp976,7[-]42609526-42642588,35,18,0,149,7,0,84,74,271
Bsn,9[-]108096022-108190384,112,193,161,28,250,77,83,34,111
Gm8048,5[+]98153181-98154176,0,1,0,0,0,0,0,0,0
Vwa3a,7[+]120739318-120805742,378,397,82,337,135,105,266,271,306
Foxn4,5[-]114254164-114273807,0,0,0,0,0,0,0,0,0
Rpsa-ps2,10[-]128776371-128777250,2217,4076,1083,177,2921,869,767,442,567
Prlhr,19[-]60466733-60468304,0,0,0,0,0,0,0,0,0
Kcng3,17[-]83585957-83631895,14,19,6,0,12,0,0,4,19
Rrp8,7[-]105731730-105737385,352,312,274,335,303,167,323,186,732
