st_gene_id	gene_id	gene_symbol	exp_I_0_1	exp_I_0_2	exp_I_0_3	exp_I_2_1	exp_I_2_2	exp_I_2_3	exp_I_7_1	exp_I_7_2	exp_I_7_3
G10090_12808	216080	Ube2d1	33.46	33.35	32.74	31	28.14	26.71	32.12	35.88	39.63
G10090_22359	217012	Unc45b	0.11	0.05	0.03	1.03	0.93	0.84	1.95	1.65	1.69
G10090_24905	114564	Csprs	0	0	0.02	0	0	0	0.06	0.02	0.02
G10090_8826	242546	Cyp2j12	0	0	0.03	0	0	0	0	0	0
G10090_17855	226414	Dars	39.33	38.23	39.72	39.62	41.95	42.15	28.49	28.2	25.87
G10090_19657	16973	Lrp5	7.4	8.01	8.07	17.78	18.64	16.6	21.95	24.3	22.95
G10090_3697	16985	Lsp1	42.55	44.62	42.79	25.46	30.34	27.45	110.58	91.43	91.94
G10090_1694	102334	Ankrd10	8.69	7.2	7.77	10.95	9.61	9.6	9.44	10.02	8.98
G10090_17689	58202	Nelfb	17.1	19.02	17.02	18.6	17.67	19.16	17.52	16.15	16.04
G10090_23945	12000	Avpr2	0	0	0	0	0.06	0	0	0.03	0
G10090_30502	67219	Med18	4.36	3.29	3.63	1.84	2.05	1.93	0.97	1.13	1.57
G10090_8428	24050	3-Sep	0.43	0.38	0.43	0.87	0.77	0.76	0.6	0.37	0.39
G10090_9672	110854	Ptpa	63.97	58.02	57.15	47.6	53.4	52.75	45.1	42.18	42.45
G10090_7581	75735	Pank1	2.2	1.68	2.15	1.13	1.19	1.32	1.44	1.3	0.9
G10090_8222	17112	Tm4sf1	103.88	85.28	99.39	2.35	2.58	2.24	28.6	25.99	27.06
G10090_20111	67890	Ufm1	13.02	12.85	11.71	15.33	14.23	15.32	11.12	11.41	10.91
G10090_2896	22628	Ywhag	193.26	181.08	190.8	124.49	123.39	116.9	115.28	107.29	114.04
G10090_11744	67463	Poc5	6.19	5.62	6.15	6.93	6.61	6.96	5.31	5.2	5.17
G10090_3587	18984	Por	55.67	49.98	55.31	56.37	59.6	58.53	42.04	46.63	48.32
G10090_22862	24069	Sufu	11.26	11.22	10.59	13.11	13.2	13.45	11.53	11.1	10.65
G10090_12741	11767	Ap1m1	30.11	31.14	29.13	25.87	26.88	24.16	24.55	24.03	23.06
G10090_22103	621430	Vmn2r79	0.05	0	0.02	0	0	0.07	0	0.02	0
G10090_9176	68929	Mospd3	26.96	24.03	25.51	29.69	35.33	29.35	34.02	36.44	31.31
G10090_24063	11655	Alas1	25.84	24.98	24.48	69.72	65.02	70.12	25.48	24.71	26.46
G10090_19737	71939	Apol6	2.57	3.13	2.35	1.7	1.84	1.52	9.83	11.29	9.99
G10090_3621	170770	Bbc3	5.47	4.77	4.5	3.52	4.02	2.7	9.34	10.02	9.48
G10090_15268	108077	Skiv2l	12.31	13.06	12.35	25.53	25.34	24.24	16.64	16.98	16.97
G10090_19428	671232	Topaz1	0	0	0	0	0.01	0	0	0.01	0.01
G10090_12723	212483	Fam193b	8.42	9.72	8.73	10.92	11.86	11.84	9.77	10.75	9.65
G10090_9953	239463	Fam83a	0.03	0	0	0.7	0.75	0.43	0.06	0.25	0.16
G10090_3610	213990	Agap3	14.97	13.91	13.68	14.01	15.62	14.83	16.23	17.62	16.78
G10090_15222	74770	Hhatl	0	0.1	0	0	0	0.01	0	0	0.04
G10090_9510	11777	Ap3s1	50.23	50.8	53.49	86.53	82.08	91.51	82.05	77.85	73.64
G10090_2955	17179	Matk	0	0.04	0.1	0	0	0.04	0.35	0.23	0.17
G10090_14988	102294	Cyp4v3	3.08	3.08	3.36	4.29	5.29	3.97	9.7	9.66	8.87
G10090_1010	207607	Ccdc40	0.13	0.1	0.22	0.07	0.08	0.05	0.12	0.08	0.15
G10090_9264	22337	Vdr	28.33	30.06	27.64	77.28	74.78	70.19	13.63	10.7	13.6
G10090_5157	50497	Hspa14	28.19	30.48	28.78	28.48	26.27	27.94	14.5	14.71	16.12
G10090_33154	215449	Rap1b	98.57	95.82	95.05	61.45	64.24	66.74	83.38	75.66	77.52
G10090_10510	67203	Nde1	35.97	35.19	35.28	25.25	24.14	24.02	15.17	14.85	13.49
G10090_7156	72585	Lypd1	0.21	0.21	0.3	0.72	1.19	0.83	0.51	0.45	0.54
G10090_17638	212933	Pm20d1	0.86	0.68	0.56	1.35	1.37	1.4	1.29	1.22	1.35
G10090_25961	20324	Cavin2	57.67	63.5	64.23	25.9	28.93	25.7	23.54	26.71	24.62
G10090_6529	76073	Pcgf5	3.54	3.62	3.08	1.55	2.13	1.46	1.76	1.72	1.6
G10090_13799	11674	Aldoa	520.1	469.75	486.3	552.49	580.03	621.29	535.02	494.36	502.84
G10090_7011	93888	Pcdhb17	3.17	2.67	2.69	2.55	2	2.09	5.87	6.54	6.34
G10090_8737	114604	Prdm15	2.88	2.81	3.17	3.15	3.06	3.04	2.62	2.45	2.41
G10090_20524	231147	Sh3tc1	0.07	0.1	0.07	0.05	0.03	0	0.26	0.2	0.3
G10090_13515	215653	Rassf2	4.7	5.45	4.62	26.85	31.17	25.42	16.11	16.79	15.81
G10090_29545	67988	Tmx3	17.43	19.1	18.35	16.41	16.33	16.92	12.74	11.67	11.75
G10090_26026	105247050	Gm42226	9.97	9.43	12.16	10.68	9.3	9.94	2.16	1.79	1.33
G10090_32377	23832	Xcr1	0.08	0.08	0.07	0	0.03	0	0.01	0.01	0
G10090_22886	11689	Alox5	0.14	0.19	0.13	0.13	0.17	0.17	0.04	0	0.14
G10090_9655	74144	Robo4	0.02	0.08	0.02	0.03	0.02	0	0	0	0
G10090_26177	22687	Zpr1	15.21	14.93	15.87	13.73	16	16.06	9.16	8.14	8.66
G10090_10851	56878	Rbms1	71.59	76.04	76.42	64.68	63.66	63.79	63.31	65.66	67.4
G10090_8734	100038417	Spink13	0	0.09	0.09	0	0	0	0	0	0
G10090_15410	66142	Cox7b	55.2	56.92	52.61	69.61	59.02	61.52	43.89	42.41	43.69
G10090_5861	330963	Ankdd1a	0	0.04	0.04	0.02	0.02	0	0.01	0.02	0.03
G10090_14361	22415	Wnt3	0	0.09	0	0	0.05	0	0	0	0
G10090_19496	320825	Samd5	11.35	14.86	13.02	7.33	7.94	6.14	6.9	6.96	7.91
G10090_19831	66859	Slc16a9	0.86	0.73	0.79	1.65	1.32	1.63	2.88	2.5	2.9
G10090_20458	319172	Hist1h2ab	0.17	0.57	1.22	0.17	0.73	0.39	1.33	0.7	0.86
G10090_24282	77446	Heg1	49.51	55.66	51.75	130.04	117.92	108.97	113.63	106.54	129.5
G10090_18685	18778	Pla2g1b	0.13	0	0	0	0	0	0	0	0
G10090_29231	18515	Pbx2	12.48	12.32	11.7	10.9	12.05	11.22	12.5	11.68	12.49
G10090_1360	71648	Optn	6.49	5.78	5.93	3.4	3.13	3.8	7.22	7.62	7.06
G10090_18036	239408	Tmem74	0.29	0.22	0.47	0.04	0.13	0.25	0.04	0.04	0.05
G10090_7233	216963	Git1	36.17	35.45	35.42	29.46	32.56	28.47	36.88	38.23	36.39
G10090_22627	235330	Ttc12	4.92	4.74	5.98	3.04	2.91	3.23	4.14	4.38	3.67
G10090_22343	17390	Mmp2	91.13	89.31	89.14	306.27	335.04	329.8	669.72	675.4	635.68
G10090_8351	67604	Get4	25.04	23.8	24.26	18.11	18.6	20.61	18.35	16.92	15.72
G10090_14864	382252	Bclaf3	4.11	4.54	4.05	4.38	4.22	4.33	2.77	3.71	2.53
G10090_12251	108168740	Gm46731	0.43	0.44	0.59	0.77	0.84	0.77	0.57	0.87	0.67
G10090_23407	22044	Trh	0	0	0	0.09	0	0.13	0	0	0
G10090_2068	16764	Aff3	3.85	4.13	3.97	1.43	1.57	1.13	4.52	4.78	4.51
G10090_14536	223666	Arhgap39	2.09	2.11	2.11	2.92	3.14	2.78	2.13	2.53	2.48
G10090_18999	330485	Tmem145	0	0	0	0	0.05	0.05	0	0.04	0
G10090_1037	234371	Tmem161a	12.27	10.46	12.59	15.17	15.27	14.82	12.29	11.91	12.18
G10090_24374	19400	Rapsn	0.07	0.12	0	0	0.04	0	0.19	0.34	0.38
G10090_12901	68298	Ncapd2	41.38	41.88	42.09	30.58	30.6	31.12	6.62	6.22	6.64
G10090_8054	20815	Srpk1	29.11	29.16	30.97	23.32	22.61	24.26	14.66	15.53	14.89
G10090_10975	100041230	Hist1h4m	2.84	1.77	3.18	2.13	3.81	2.86	8.79	7.66	10.09
G10090_25334	68050	Akirin1	23.64	23.91	23.09	22.16	21.61	20.66	18	17.44	17.4
G10090_20786	224481	Tfb1m	3.24	3.67	3.46	6.75	5.93	5.29	3.47	3.59	2.94
G10090_30494	105244808	Gm40353	0.05	0	0	0.06	0.11	0	0	0.05	0
G10090_28304	69736	Nup37	11.79	12.27	12.06	11.39	10.02	9.58	5.72	5.17	5.82
G10090_10435	72149	Strada	11.66	12.28	12.02	15.97	15.34	15.57	8.65	8.4	10.33
G10090_4799	12229	Btk	0.02	0	0	0	0	0	0.12	0.02	0.05
G10090_31835	67169	Nradd	19.45	20.33	20.49	6.12	4.84	6.16	12.98	10.72	11.35
G10090_30045	66521	Rwdd1	46.64	47.43	45.51	35.83	36.79	46.22	30.36	32.05	32.8
G10090_14736	70369	Bag5	12.01	11.77	11.87	15.53	14.66	15.8	14.13	15.04	14.72
G10090_14774	67299	Dock7	25.2	27.7	25.72	24.23	21.78	20.6	25.05	26.62	26.52
G10090_14031	55993	Msh4	0	0.05	0	0.02	0.04	0.02	0	0	0
G10090_29006	52575	Trmt10c	8.7	9.16	8.96	10.04	9.71	11.25	6.19	5.96	5.41
G10090_11755	59050	Nsa2	45.61	45.71	44.39	64.15	64.49	71.87	51.96	51.9	49.73
G10090_24847	231470	Fras1	0.57	0.55	0.56	1.18	0.99	0.95	0.2	0.25	0.29
G10090_10253	26754	Cops5	40.4	38.49	36.78	32.63	30.99	32.87	28.61	28.28	28.61
G10090_21052	66928	Dmac1	21.18	17.44	15.7	19.18	21.29	19.14	15.57	13.64	15.98
G10090_8346	94346	Tmem40	0.4	0.26	0.44	0	0.1	0	0.43	0.19	0.19
G10090_27373	57312	Mrps31	6.89	8.21	9.38	8.18	8.69	7.07	7.33	7.27	6.96
G10090_22007	14472	Gbx2	0.33	0.32	0.57	0.09	0.03	0.14	0.06	0.14	0.06
G10090_9758	12335	Capn3	0.02	0.02	0	0.02	0.04	0.09	0.02	0.07	0.09
G10090_13488	338371	Endov	4.59	4.59	5.06	6.16	5.94	5.32	5.9	5.95	5.32
G10090_120	380753	Atxn7l1	23.58	25.33	22.89	16.86	15.58	15.37	19.05	20.58	22.76
G10090_10169	212085	Trim52	0	0	0.02	0	0	0	0	0	0
G10090_1144	20750	Spp1	116.03	115.17	141.12	32.61	30.3	35.25	128.61	93.42	108.44
G10090_27655	100045792	Ect2l	0.02	0.02	0	0	0.04	0.01	0.01	0.03	0.02
G10090_5617	66923	Pbrm1	20.68	24.32	22.92	17.65	16.96	16.76	14.63	15.97	16.11
G10090_30478	12227	Btg2	14.21	13.52	13.7	24.4	22.24	20.91	25.85	25.91	24.98
G10090_5063	381522	Ccdc180	0	0	0	0	0.02	0	0	0	0
G10090_32957	408190	Wfdc13	0	0	0.06	0	0	0	0	0	0
G10090_11299	74126	Syvn1	29.87	28.98	29.84	33.8	34.54	29.63	25.09	26.88	28.06
G10090_21657	19079	Prkab1	19.7	20.94	21.03	23.36	22.27	21.52	16.56	15.46	15.37
G10090_20544	22146	Tuba1c	161.25	152.34	157.64	170.4	168.27	162.77	52.22	49.78	46.8
G10090_9116	22253	Unc5c	1.14	1.3	1.39	3.06	3.11	3.21	2.3	2.2	2.45
G10090_19392	110454	Ly6a	227.88	238.89	210.46	456.6	448.55	440.86	846.82	599.49	643.77
G10090_11355	71027	Tmem30c	0.09	0	0	0	0	0	0	0	0
G10090_10574	20310	Cxcl2	0	0	0.18	0.18	0.18	0.3	0	0	0
G10090_18558	22690	Zfp28	2.84	2.66	2.91	2.55	1.94	2.48	3.55	2.57	2.89
G10090_21637	381204	Naaladl1	0.08	0.11	0.24	0.22	0.24	0.03	0.03	0	0
G10090_31770	320522	Bhlha9	0	0	0	0.05	0	0	0.05	0	0.06
G10090_17971	66481	Rps21	339.45	300.83	305.99	536.19	486.19	542.69	407.18	353.11	334.83
G10090_14716	70425	Csnk1g3	14.33	15.06	15.86	14.68	15.39	15.5	12.49	12.78	12.58
G10090_17074	233073	U2af1l4	11.69	11.35	10.52	8	12.29	9.83	11.55	10.21	12.7
G10090_29484	69276	Sec62	46.32	50.45	46.2	48.79	51.07	56.64	52.09	52.33	54.59
G10090_3516	208154	Btla	0.02	0.02	0	0	0	0.04	0	0.04	0
G10090_11673	19157	Cyth1	3.72	3.23	4	4.21	4.89	5.25	4.21	4.37	5.15
G10090_14797	381801	Tatdn2	16.93	17.05	15.78	10.76	10.58	11.89	9.54	9.11	9.03
G10090_31823	211673	Arfgef1	15.98	16.55	16.57	13.44	12.17	12.93	11.53	11.41	10.66
G10090_26463	19041	Ppl	0.02	0	0.02	0.35	0.62	0.4	0.99	1.1	0.8
G10090_22695	19219	Ptger4	10.5	10.73	10.51	3.34	3.3	3.29	6.77	6.81	7.62
G10090_1446	319675	Cep295	6.47	7.16	6.99	5.83	5.82	5.6	2.77	2.99	2.8
G10090_5729	238386	Btbd7	13.39	13.61	13.03	15.89	14.69	14.3	15.59	15.85	16.6
G10090_2527	320662	Casc1	0.19	0.29	0.3	0.14	0.11	0.15	0.28	0.25	0.29
G10090_16050	20422	Sem1	134.11	116.88	124.64	119.32	114.1	118.69	99.45	87.1	84.91
G10090_23105	232970	Phldb3	0.47	0.35	0.58	0	0	0.03	0.44	0.57	0.52
G10090_14184	545654	Gm13285	0	0	0	0	0	0	0	0	0.22
G10090_9861	20867	Stip1	108.55	105.52	106.74	110.86	108.97	115.61	57.11	54.04	60.07
G10090_21737	22751	Zfp90	4.28	4.8	4.3	3.11	3.7	4.11	4.59	4.68	4.68
G10090_9815	106512	Gpsm3	12.99	11.74	11.82	5.94	6.51	5.3	14.31	14.6	17.08
G10090_17575	26405	Map3k2	5.9	6.13	6.37	5.43	5.38	5.22	6	6.47	5.92
G10090_11930	20758	Sprr2d	0.1	0	0	0	0	0	0	0	0
G10090_20767	242377	Pm20d2	0.04	0.04	0.01	0.59	0.45	0.34	0.24	0.3	0.29
G10090_21137	66901	Proz	0.17	0.18	0.27	0.13	0.32	0.3	0.39	0.22	0.3
G10090_1605	68626	Elac2	13.59	12.04	12.55	18.63	19.44	17.11	8.47	9.44	8.6
G10090_14289	213326	Scyl2	11.65	12.67	11.87	10.75	10.53	10.39	12.63	10.25	11.13
G10090_5126	207615	Wdr37	5.47	6.41	4.81	6.02	5.49	5.65	4.47	5.28	5.18
G10090_23898	20339	Sele	0.08	0.19	0.04	0.21	0.16	0.1	0.02	0.02	0.02
G10090_23287	27263	Smok2a	0	0	0	0	0	0	0	0.03	0.08
G10090_4529	442803	A830005F24Rik	0.4	0.78	0.14	0.21	0.21	0.2	0.2	0.07	0.15
G10090_2978	116838	Rims2	0.06	0.03	0.02	0.18	0.1	0.22	0	0	0
G10090_22538	27260	Plek2	0	0.04	0.04	0.04	0	0.04	0	0	0
G10090_6751	73893	Tmem202	0.2	0.05	0.2	0.14	0.2	0.2	0.36	0.35	0.3
G10090_4168	18578	Pde4b	9.35	10.49	8.52	27.19	25.25	28.28	4.61	5.08	4.63
G10090_16097	212111	Inpp5a	24.91	25.06	25.07	17.86	18.67	18.76	25.76	25.67	25.6
G10090_4161	66605	1700017N19Rik	0	0	0	0	0	0	0.04	0.04	0
G10090_29211	56095	Ftsj3	30.9	32	31.32	36.16	36.53	36.77	15.41	13.5	14.96
G10090_5636	319885	Zcchc7	9.9	10	10.38	10.68	12.43	11.95	10.72	10.03	9.46
G10090_29830	22092	Rsph1	0.92	0.85	0.99	0.11	0.17	0.22	0.75	0.6	0.54
G10090_23689	207965	Vcpkmt	6.61	4.65	5.9	6.25	5.05	5.33	4.08	2.82	3.57
G10090_23442	226139	Cox15	6.13	5.72	5.53	6.99	6.86	6.4	5.93	5.76	4.92
G10090_6582	218461	Pde8b	7.48	8.16	7.08	1.52	1.53	1.36	5.33	5.71	6.2
G10090_23513	69260	Ing2	2.88	3.17	3	3.82	3.42	3.24	2.24	2.55	2.53
G10090_5127	242603	Cdcp2	0.04	0	0	0	0.02	0	0.02	0	0.05
G10090_1340	380839	Serpinb1c	0.03	0.03	0	0	0	0	0.04	0.08	0
G10090_5381	17454	Mov10	8.8	8.75	8.74	8.72	9.76	9.9	11.77	10.02	11.1
G10090_9526	16151	Ikbkg	6.29	6.26	5.9	4.93	5.08	5.31	6.81	6.95	6.05
G10090_8619	19141	Lgmn	52.31	54.69	49.21	130.84	131.7	136.19	159.6	161.93	150.18
G10090_31187	213469	Lgi3	0.75	0.92	0.67	1.75	1.54	1.87	0.75	0.53	0.63
G10090_5973	68545	Ecscr	11.65	9.88	11.25	0.62	0.5	0.7	4	2.84	4.7
G10090_28584	94179	Krt23	0.04	0.04	0	0.08	0.24	0.04	0.16	0.12	0.13
G10090_259	14275	Folr1	0.07	0.34	0	0.07	0	0	0.2	0	0.08
G10090_3371	404634	H2afy2	19.07	19.01	18.29	10.72	9.59	11.18	11.54	11.74	10.15
G10090_33178	56788	Scube2	0.05	0.14	0.1	0.14	0.05	0.03	0.31	0.57	0.31
G10090_27605	14559	Gdf1	0.06	0.34	0	0	0	0	0	0	0.34
G10090_15281	13690	Eif4g2	199.41	210.09	203.86	180.01	182.22	178.08	139.71	137.25	138.27
G10090_10080	67454	Ikbip	60.53	62.16	65.63	52.82	50.13	56.58	52.44	48.37	52.71
G10090_6118	69399	1700025G04Rik	5.53	6.24	5.16	6.75	7.32	6.65	3.52	3.5	3.62
G10090_11260	14208	Ppm1g	66.16	67.61	68.58	47.62	52.11	52.69	29.73	28.13	32.32
G10090_12921	241035	Pkhd1	0.02	0.02	0.02	0	0	0	0	0.01	0.02
G10090_1266	15234	Hgf	13.38	14.72	15.82	64.37	61.18	57.2	23.74	21.21	23.78
G10090_20959	66443	Tnfaip8l1	0.27	0.31	0.18	0.16	0.1	0.1	0.05	0.1	0.06
G10090_9092	11676	Aldoc	0.11	0.11	0.22	0.07	0.09	0.15	0.63	0.46	0.59
G10090_15205	101055907	Gm15246	1.42	1.65	1.58	1.94	1.89	1.65	0.92	1.02	1.07
G10090_260	20185	Ncor1	26.48	29.24	28.27	31.35	29.88	28.22	28.75	30.23	29.11
G10090_9310	98170	Tmem132a	26.46	25.07	25.39	25.54	25.63	26.2	18.9	19.05	20.04
G10090_18091	269642	Nat8l	0.3	0.39	0.3	0.27	0.17	0.22	0.59	1.04	0.81
G10090_7080	244421	Lonrf1	2.04	1.85	1.82	0.73	0.85	0.73	1.52	1.8	1.7
G10090_12324	68968	Cdan1	4.07	3.6	3.79	4.15	4.2	4.13	2.74	2.49	2.88
G10090_15926	73473	Iws1	14.27	14.79	14.63	8.16	8	8.2	6.66	6.04	7.07
G10090_8216	57915	Tbc1d1	16.24	14.85	16.52	9.24	8.36	9.32	7.29	6.89	6.62
G10090_385	77577	Spns3	0	0	0	0.07	0	0	0.05	0.03	0
G10090_10207	16498	Kcnab2	1.3	1.53	1.29	1.52	1.75	1.86	1.13	0.91	1.16
G10090_1367	434797	Gm5640	0	0	0	0	0	0	0	0	0.02
G10090_26742	227102	Ormdl1	5.29	5.38	5.06	2.67	3.6	3.52	3.04	2.78	3.45
G10090_11070	73835	Ifitm5	0.29	0.51	0.4	1.51	1.09	1.46	0.87	0.49	0.87
G10090_17902	234677	Ces4a	0	0	0	0	0	0	0	0	0.05
G10090_6351	270192	Rab6b	1.5	1.28	1.31	3.04	3.09	2.95	3.57	3.69	3.39
G10090_4507	100043381	Gm14308	0.24	0	0	0	2.3	3.22	1.73	0.94	2.29
G10090_31310	243084	Tmprss11e	0	0	0.02	0	0	0	0	0	0.02
G10090_10184	623661	Lipt1	3.08	2.46	3.16	1.66	1.67	1.42	2.17	2.77	1.8
G10090_13040	105638	Dph3	7.55	7.41	5.68	4.95	5.44	6.28	5.27	5.81	4.77
G10090_3463	319636	Fsd1l	0.67	0.75	0.72	0.7	0.7	0.72	0.68	0.76	0.92
G10090_9467	106947	Slc39a3	6.81	6.49	7.09	7.57	7.39	7.24	9.88	9.68	9.59
G10090_19024	69094	Tmem160	23.27	19.69	17.46	14.44	16.11	21.24	18.41	16.88	18.64
G10090_18997	17130	Smad6	41.33	37.35	42.76	25.74	27.03	25.6	15.9	17.75	20.21
G10090_13749	54188	Cpsf4	15.74	16.2	14.46	14.4	13.55	13.05	6.59	6.19	6.26
G10090_19624	17750	Mt2	49.09	37.84	42.16	1065.59	1017.22	1235.13	177.49	171.68	171.97
G10090_28025	105590	Zfp957	0.02	0	0	0.02	0	0.02	0	0	0
G10090_12376	23955	Nek4	3.22	3.18	2.98	4.04	4.02	4.47	3.09	3.29	3.03
G10090_2403	211401	Mtss1	3.33	3.94	3.27	2.13	1.95	1.76	6.8	8.25	7.26
G10090_1645	71864	Fam217a	0	0.03	0	0.08	0.05	0.03	0	0	0.06
G10090_5407	68927	Ptcd2	11.03	11.09	10.03	13.37	13.26	14.68	9.21	8.76	7.71
G10090_5441	110521	Hivep1	6.32	6.23	6.49	4.96	4.44	4.19	5.99	6.22	5.81
G10090_8623	110880	Scn4a	0	0	0	0.01	0.04	0.01	0	0.01	0
G10090_10703	16646	Kpna1	17.19	17.73	17.58	15.41	13.37	15.61	11.84	10.64	10.57
G10090_7002	66867	Hmg20a	10.63	11.27	10.97	15.28	14.68	14.37	15.35	17.1	15.44
G10090_31407	18408	Slc25a15	3.18	2.91	3.23	3.68	3.77	4.29	2.39	2.23	2.65
G10090_31020	94284	Ugt1a6a	9.6	11.94	9.81	12.89	11.68	11.29	31.95	30.41	28.98
G10090_19742	66381	Rnf113a2	8.52	9.52	8.83	11.16	10.92	10.57	9.13	8.15	8.19
G10090_4745	268491	Meioc	0.03	0.01	0.07	0.09	0.02	0	0.02	0.05	0
G10090_1596	67914	Coq9	13.82	12.53	13.26	25.28	24.06	24.69	20.52	20.27	18.66
G10090_21884	30791	Slc39a1	77.38	74.6	76.49	104.39	105.55	108.7	131.66	120.7	122.31
G10090_29106	230967	Cep104	10.76	10.06	10.79	11.55	11.21	10.75	7.13	6.79	8.49
G10090_3913	236899	Pcyt1b	2.11	2.63	2.42	0.48	0.6	0.37	1.54	1.49	1.61
G10090_2855	12747	Clk1	27.48	25.84	27.94	33.89	27.42	32.13	27.34	29.43	29.36
G10090_16205	242341	Atp6v0d2	0	0.02	0	0	0	0	0.26	0.24	0.31
G10090_4584	208194	Exog	3.14	4.1	3.56	3.89	3.48	3.26	1.93	1.57	1.86
G10090_9100	56790	Supt20	28.39	29.04	29.67	23.2	21.25	19.49	19.76	19.46	19.98
G10090_520	14527	Gcgr	0	0	0	0	0.03	0	0	0	0.11
G10090_10225	108100	Baiap2	9.92	9.77	10.33	24.79	23.18	23.29	17.34	16.44	16.08
G10090_31944	75612	Gns	101.57	104.44	100.2	98.01	100.8	103.41	193.74	188.2	185.11
G10090_13443	65106	Arl6ip5	61.96	61.13	66.85	45.15	45.12	44.38	69.31	60.36	59.86
G10090_19219	69772	Bdh2	2.69	2.47	3.15	0.39	0.28	0.51	7.69	6.76	6.01
G10090_25316	78306	Tsga10ip	0	0	0	0	0	0.04	0	0	0
G10090_7454	16524	Kcnj9	0	0.04	0	0	0.04	0	0.04	0.06	0.04
G10090_10952	210027	Slc35f3	0.02	0	0.04	0	0.02	0	0	0.05	0
G10090_33965	12613	Cel	0	0.03	0.03	0.03	0	0	0	0	0
G10090_27084	100859931	Gm20604	3.25	3.04	2.64	4.25	3.86	5.1	2.48	2.55	1.76
G10090_29302	11946	Atp5a1	211.96	207.17	209.2	246.98	248.46	243.89	171.64	167.24	164.54
G10090_508	69597	Afg3l2	19.3	19.96	20.13	23.61	24.49	24.74	15.52	15.03	14.71
G10090_322	29809	Rabgap1l	4.11	4.69	3.71	5.36	5.19	5.6	7.72	7.32	7.63
G10090_3918	68073	Fam173b	8.33	8.73	9.44	10.53	10.36	12.32	5.94	4.78	5.47
G10090_5837	14601	Ghrh	0.02	0	0	0	0	0	0	0	0
G10090_33425	102639505	LOC102639505	0.1	0.1	0.28	0.27	0.19	0	0	0	0.22
G10090_3512	66648	Tpgs2	6.38	6.78	6.16	5.62	5.34	5.61	4.31	4.25	3.97
G10090_654	66597	Trim13	4.42	5.86	4	4.06	4.42	4.01	4.3	5.03	4.61
G10090_32361	11605	Gla	4.85	4.11	4.51	4.87	5.11	5.43	6.26	5.78	5.66
G10090_12182	67897	Rnmt	10.52	10.19	10.58	11.52	9.98	11.95	8.4	7.51	7.39
G10090_4569	78689	Naa35	15.59	16.31	17.2	18.8	16.4	15.4	11.4	11.84	12.03
G10090_1792	227674	Ddx31	4.54	5.32	4.74	4.06	4.49	3.92	2.58	2.44	2.3
G10090_2396	269061	Cpsf7	17.08	17.11	17.76	21.25	20.27	20.65	15.98	15.84	16.47
G10090_11573	13510	Dsg1a	0	0	0	0	0	0.01	0	0	0
G10090_23839	15223	Foxj1	0.02	0.07	0.02	0	0.07	0.05	0.02	0.07	0.08
G10090_8026	15374	Jpt1	79.87	79.79	74.38	53.76	53.26	54.31	38.83	39.1	39.88
G10090_6014	59013	Hnrnph1	118.11	128.81	126.11	111.71	103.84	108.6	58.55	56.83	56.09
G10090_26520	106143	Cggbp1	32.76	34.91	32.94	28.17	27.8	29.54	26	26.75	26.56
G10090_17848	67226	Tmem19	14.28	14.66	13.11	20.15	21.19	21.57	16.58	17.16	16.64
G10090_16251	68047	Mpnd	20.49	19.46	19.45	29.58	32.9	33.44	22.71	19.96	22.86
G10090_24631	17292	Mesp1	0	0.06	0.06	0	0.24	0	0.06	0.06	0
G10090_20435	269774	Aak1	4.87	5.06	5.15	5.05	4.29	3.73	4.49	4.74	5.01
G10090_28565	67922	Fam32a	20.36	21.06	19.8	26.72	28.74	27.85	28.83	26.8	24.95
G10090_11234	213393	Depp1	0	0.05	0	0	0	0	0.09	0.33	0.21
G10090_32472	22652	Mkrn3	0.23	0.14	0.12	0.17	0.23	0.26	0.34	0.16	0.23
G10090_23374	13867	Erbb3	0.03	0.01	0.01	0.03	0.06	0	0.03	0.1	0.08
G10090_6545	26412	Map4k2	2.05	2.3	2.21	1.69	1.57	1.86	1.89	1.89	1.61
G10090_4301	70266	Kyat1	1.3	0.92	1.44	4.24	3.52	3.93	2.68	2.36	2.8
G10090_8888	20429	Shox2	27.23	28.32	28.96	15.91	16.57	17.33	27.68	25.49	26.32
G10090_7637	74025	Nphp3	2.53	2.67	2.61	2.79	2.72	2.93	2.8	2.87	2.57
G10090_20481	238564	Mylk4	0	0	0	0	0	0	0	0	0.02
G10090_880	68981	Snrpa1	31.72	31.06	31.08	17.68	19.41	19.69	9.28	8.68	9.88
G10090_18156	65020	Zfp110	10.4	11	9.66	11.2	11.86	11.18	9.8	10.88	10.24
G10090_11840	22762	Zfpm2	5.92	7.08	5.91	4.75	4.93	4.74	7.05	7.94	7.4
G10090_1612	213084	Cdkl3	3.18	2.88	3.67	3.45	3.49	3.49	3.62	3.96	3.91
G10090_23220	17224	Mcpt1	0	0.07	0	0	0	0	0.06	0.13	0
G10090_25265	106957	Slc39a6	45.19	43.61	43.84	30.18	29.39	28.72	27.22	25.45	26.65
G10090_26980	229504	Isg20l2	16.94	18.67	17.31	21.11	19.95	20.1	12.1	12.73	12.1
G10090_7340	382064	Gm1110	0.03	0.03	0.03	0	0	0	0	0	0
G10090_12322	68539	Tmem109	51.96	50.7	52.17	47.77	45.65	44.45	36.65	36.17	34.32
G10090_10841	18719	Pip5k1b	0.28	0.24	0.21	0.19	0.12	0.19	0	0.02	0.05
