reaction_id,Pathway,lmp_id,gene_name,species_long,gene_symbol,R_lipid,P_lipid
R-HSA-1482771,PS is hydrolyzed to 1-acyl LPS by PLA2[9],LMP004570,"phospholipase A2, group IVE",Homo sapiens,PLA2G4E,PS,LCFA
R-HSA-1482828,PE is hydrolyzed to 2-acyl LPE by PLA2[4],LMP004570,"phospholipase A2, group IVE",Homo sapiens,PLA2G4E,PE,2-acyl LPE
R-HSA-1482828,PE is hydrolyzed to 2-acyl LPE by PLA2[4],LMP004570,"phospholipase A2, group IVE",Homo sapiens,PLA2G4E,PE,LCFA
R-HSA-1482862,PC is hydrolysed to 2-acyl LPC by PLA2[7],LMP004570,"phospholipase A2, group IVE",Homo sapiens,PLA2G4E,PC,2-acyl LPC
R-HSA-1482862,PC is hydrolysed to 2-acyl LPC by PLA2[7],LMP004570,"phospholipase A2, group IVE",Homo sapiens,PLA2G4E,PC,LCFA
R-HSA-1482884,PE is hydrolyzed to 1-acyl LPE by PLA2[2],LMP004570,"phospholipase A2, group IVE",Homo sapiens,PLA2G4E,PE,1-acyl LPE
R-HSA-1482884,PE is hydrolyzed to 1-acyl LPE by PLA2[2],LMP004570,"phospholipase A2, group IVE",Homo sapiens,PLA2G4E,PE,LCFA
R-HSA-1482932,PI is hydrolyzed to 2-acyl LPI by PLA2[13],LMP004570,"phospholipase A2, group IVE",Homo sapiens,PLA2G4E,PI,2-acyl LPI
R-HSA-1482932,PI is hydrolyzed to 2-acyl LPI by PLA2[13],LMP004570,"phospholipase A2, group IVE",Homo sapiens,PLA2G4E,PI,LCFA
R-HSA-159567,salicylic acid + Coenzyme A + ATP => salicylate-CoA + AMP + pyrophosphate,LMP006793,acyl-CoA synthetase medium-chain family member 2A,Homo sapiens,ACSM2A,salicylic acid,salicylate-CoA
R-HSA-428231,ceramide + H2O <=> stearate + sphingosine [endoplasmic reticulum],LMP000475,alkaline ceramidase 1,Homo sapiens,ACER1,ceramide,stearate
R-HSA-428231,ceramide + H2O <=> stearate + sphingosine [endoplasmic reticulum],LMP000475,alkaline ceramidase 1,Homo sapiens,ACER1,ceramide,sphingosine
R-HSA-5362564,"ADH1A,1C,4 oxidise atROL to atRAL in vitro",LMP002244,"alcohol dehydrogenase 1C (class I), gamma polypeptide",Homo sapiens,ADH1C,all-trans-retinol (atROL),all-trans-retinal (atRAL)
R-HSA-71707,ethanol + NAD+ => acetaldehyde + NADH + H+,LMP002244,"alcohol dehydrogenase 1C (class I), gamma polypeptide",Homo sapiens,ADH1C,ethanol,acetaldehyde
R-HSA-5362564,"ADH1A,1C,4 oxidise atROL to atRAL in vitro",LMP002791,"alcohol dehydrogenase 4 (class II), pi polypeptide",Homo sapiens,ADH4,all-trans-retinol (atROL),all-trans-retinal (atRAL)
R-HSA-71707,ethanol + NAD+ => acetaldehyde + NADH + H+,LMP002791,"alcohol dehydrogenase 4 (class II), pi polypeptide",Homo sapiens,ADH4,ethanol,acetaldehyde
R-HSA-5692237,ADH5 oxidises S-HMGSH to S-FGSH,LMP000519,"alcohol dehydrogenase 5 (class III), chi polypeptide",Homo sapiens,ADH5,S-(hydroxymethyl) glutathione (S-HMGSH),S-formylglutathione (S-FGSH)
R-HSA-1482533,2-acyl LPC is acylated to PC by LPCAT,LMP012365,membrane bound O-acyltransferase domain containing 2,Homo sapiens,MBOAT2,2-acyl LPC,PC
R-HSA-1482533,2-acyl LPC is acylated to PC by LPCAT,LMP012365,membrane bound O-acyltransferase domain containing 2,Homo sapiens,MBOAT2,acyl-CoA,CoA
R-HSA-1482547,1-acyl LPC is acylated to PC by LPCAT,LMP012365,membrane bound O-acyltransferase domain containing 2,Homo sapiens,MBOAT2,1-acyl LPC,PC
R-HSA-1482547,1-acyl LPC is acylated to PC by LPCAT,LMP012365,membrane bound O-acyltransferase domain containing 2,Homo sapiens,MBOAT2,acyl-CoA,CoA
R-HSA-1482646,2-acyl LPE is acylated to PE by LPEAT,LMP012365,membrane bound O-acyltransferase domain containing 2,Homo sapiens,MBOAT2,2-acyl LPE,PE
R-HSA-1482646,2-acyl LPE is acylated to PE by LPEAT,LMP012365,membrane bound O-acyltransferase domain containing 2,Homo sapiens,MBOAT2,acyl-CoA,CoA
R-HSA-1482667,1-acyl LPE is acylated to PE by LPEAT,LMP012365,membrane bound O-acyltransferase domain containing 2,Homo sapiens,MBOAT2,1-acyl LPE,PE
R-HSA-1482667,1-acyl LPE is acylated to PE by LPEAT,LMP012365,membrane bound O-acyltransferase domain containing 2,Homo sapiens,MBOAT2,acyl-CoA,CoA
R-HSA-1605724,Neu5Ac is cleaved from GM3 by NEU1 and 4 to form a globoside (lysosomal lumen),LMP004984,sialidase 4,Homo sapiens,NEU4,GM3 ganglioside,Lactosylceramide
R-HSA-1605724,Neu5Ac is cleaved from GM3 by NEU1 and 4 to form a globoside (lysosomal lumen),LMP004984,sialidase 4,Homo sapiens,NEU4,GM4 ganglioside,sialic acids (N-acetylneuramic acid)
R-HSA-9638120,NEU4 hydrolyses Neu5Ac from glycoconjugates,LMP004984,sialidase 4,Homo sapiens,NEU4,glycoconjugates,"Gal-R,GalNAc-R,Neu5Ac-R"
R-HSA-9638120,NEU4 hydrolyses Neu5Ac from glycoconjugates,LMP004984,sialidase 4,Homo sapiens,NEU4,glycoconjugates,sialic acids (N-acetylneuramic acid)
R-HSA-5689000,AADAC deacetylates PHEN,LMP004662,arylacetamide deacetylase,Homo sapiens,AADAC,"Phenacetin (PHEN, drug)",4-ethoxyaniline
R-HSA-428664,sphinganine 1-phosphate + H2O => sphinganine + orthophosphate,LMP005727,sphingosine-1-phosphate phosphatase 2,Homo sapiens,SGPP2,sphinganine 1-phosphate,sphinganine
R-HSA-428701,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [cytosolic - SGPP],LMP005727,sphingosine-1-phosphate phosphatase 2,Homo sapiens,SGPP2,sphinganine 1-phosphate,sphinganine
R-HSA-428701,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [cytosolic - SGPP],LMP005727,sphingosine-1-phosphate phosphatase 2,Homo sapiens,SGPP2,sphinganine 1-phosphate,orthophosphate
R-HSA-71707,ethanol + NAD+ => acetaldehyde + NADH + H+,LMP002786,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",Homo sapiens,ADH7,ethanol,acetaldehyde
R-HSA-6814797,ENPP6 hydrolyzes lysophosphatidylcholine,LMP006342,ectonucleotide pyrophosphatase/phosphodiesterase 6,Homo sapiens,ENPP6,LPC,ChoP (phosphocholine)
R-HSA-6814797,ENPP6 hydrolyzes lysophosphatidylcholine,LMP006342,ectonucleotide pyrophosphatase/phosphodiesterase 6,Homo sapiens,ENPP6,LPC,MAG
R-HSA-5690043,"Cytosolic ACOTs hydrolyse MCFA-CoA, LCFA-CoA",LMP000094,acyl-CoA thioesterase 12,Homo sapiens,ACOT12,MCFA-CoA,MCFA
R-HSA-5690043,"Cytosolic ACOTs hydrolyse MCFA-CoA, LCFA-CoA",LMP000094,acyl-CoA thioesterase 12,Homo sapiens,ACOT12,LCFA-CoA,LCFA
R-HSA-200406,"CPT1A,B transfers PALM to CAR",LMP002018,carnitine palmitoyltransferase 1A (liver),Homo sapiens,CPT1A,carnitine (CAR),palmitoylcarnitine (L-PCARN)
R-HSA-200406,"CPT1A,B transfers PALM to CAR",LMP002018,carnitine palmitoyltransferase 1A (liver),Homo sapiens,CPT1A,palmitoyl-CoA (PALM-CoA),CoA
R-HSA-200406,"CPT1A,B transfers PALM to CAR",LMP000520,carnitine palmitoyltransferase 1B (muscle),Homo sapiens,CPT1B,carnitine (CAR),palmitoylcarnitine (L-PCARN)
R-HSA-200406,"CPT1A,B transfers PALM to CAR",LMP000520,carnitine palmitoyltransferase 1B (muscle),Homo sapiens,CPT1B,palmitoyl-CoA (PALM-CoA),CoA
R-HSA-200410,palmitoylcarnitine + CoASH => palmitoyl-CoA + carnitine,LMP000790,carnitine palmitoyltransferase 2,Homo sapiens,CPT2,palmitoylcarnitine,palmitoyl-CoA
R-HSA-200410,palmitoylcarnitine + CoASH => palmitoyl-CoA + carnitine,LMP000790,carnitine palmitoyltransferase 2,Homo sapiens,CPT2,palmitoylcarnitine,carnitine
R-HSA-549112,G3P is acylated to 1-acyl LPA by AGPAT6,LMP004587,1-acylglycerol-3-phosphate O-acyltransferase 6,Homo sapiens,AGPAT6,Glycerol-3-phosphate (G3P),1-acyl LPA
R-HSA-549112,G3P is acylated to 1-acyl LPA by AGPAT6,LMP004587,1-acylglycerol-3-phosphate O-acyltransferase 6,Homo sapiens,AGPAT6,acyl-CoA,CoA
R-HSA-75885,1-acyl LPA is acylated to PA by AGPAT (LPAAT),LMP004587,1-acylglycerol-3-phosphate O-acyltransferase 6,Homo sapiens,AGPAT6,1-acyl LPA,PA
R-HSA-390284,propionyl-CoA + carnitine => propionylcarnitine + CoASH,LMP002079,carnitine O-acetyltransferase,Homo sapiens,CRAT,propionyl-CoA,propionylcarnitine
R-HSA-390284,propionyl-CoA + carnitine => propionylcarnitine + CoASH,LMP002079,carnitine O-acetyltransferase,Homo sapiens,CRAT,carnitine,propionylcarnitine
R-HSA-390291,acetyl-CoA + carnitine => acetylcarnitine + CoASH,LMP002079,carnitine O-acetyltransferase,Homo sapiens,CRAT,carnitine,acetylcarnitine
R-HSA-390291,acetyl-CoA + carnitine => acetylcarnitine + CoASH,LMP002079,carnitine O-acetyltransferase,Homo sapiens,CRAT,acetyl-CoA,CoA
R-HSA-426240,DAG kinase produces phosphatidic acid from DAG,LMP001710,"diacylglycerol kinase, kappa",Homo sapiens,DGKK,DAG,"1,2-diacyl-glycerol 3-phosphate"
R-HSA-8959462,SAMD8 transforms PE and CERA to CPE,LMP006697,sterile alpha motif domain containing 8,Homo sapiens,SAMD8,ceramide,ceramide phosphoethanolamine
R-HSA-8959462,SAMD8 transforms PE and CERA to CPE,LMP006697,sterile alpha motif domain containing 8,Homo sapiens,SAMD8,PE,ceramide phosphoethanolamine
R-HSA-6789310,LIPs hydrolyse TG to DAG and RCOOH,LMP006712,"lipase, family member J",Homo sapiens,LIPJ,TAG,DAG
R-HSA-6789310,LIPs hydrolyse TG to DAG and RCOOH,LMP006712,"lipase, family member J",Homo sapiens,LIPJ,TAG,carboxylate(RCOOH)
R-HSA-2464822,RDH12 reduces atRAL to atROL,LMP000521,retinol dehydrogenase 12 (all-trans/9-cis/11-cis),Homo sapiens,RDH12,all-trans-retinal (atRAL),all-trans-retinol (atROL)
R-HSA-1676048,"PI(4,5)P2 is phosphorylated to PI(3,4,5)P3 by PIK3C[1] at the plasma membrane",LMP004533,"phosphoinositide-3-kinase, regulatory subunit 6",Homo sapiens,PIK3R6,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1676109,"PI4P is phosphorylated to PI(3,4)P2 by PI3K3C[2] at the plasma membrane",LMP004533,"phosphoinositide-3-kinase, regulatory subunit 6",Homo sapiens,PIK3R6,PI4P,"PI(3,4)P2"
R-HSA-392300,G beta:gamma activated PI3Kgamma converts PIP2 to PIP3,LMP004533,"phosphoinositide-3-kinase, regulatory subunit 6",Homo sapiens,PIK3R6,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-437162,"PI3K alpha, beta, gamma convert PIP2 to PIP3",LMP004533,"phosphoinositide-3-kinase, regulatory subunit 6",Homo sapiens,PIK3R6,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-6792445,"LIPH, I hydrolyse PA to 2-acyl LPA",LMP006703,"lipase, member I",Homo sapiens,LIPI,PA,2-acyl LPA
R-HSA-6792445,"LIPH, I hydrolyse PA to 2-acyl LPA",LMP006703,"lipase, member I",Homo sapiens,LIPI,PA,LCFA
R-HSA-8848339,PNPLA5 hydrolyzes TAG,LMP006628,patatin-like phospholipase domain containing 5,Homo sapiens,PNPLA5,TAG,DAG
R-HSA-8848339,PNPLA5 hydrolyzes TAG,LMP006628,patatin-like phospholipase domain containing 5,Homo sapiens,PNPLA5,TAG,LCFA
R-HSA-1602399,PC is hydrolyzed to 1-acyl LPC by PLB1,LMP006753,phospholipase B1,Homo sapiens,PLB1,PC,1-acyl LPC
R-HSA-1602399,PC is hydrolyzed to 1-acyl LPC by PLB1,LMP006753,phospholipase B1,Homo sapiens,PLB1,PC,LCFA
R-HSA-975594,PLB1 hydrolyses RPALM to atROL,LMP006753,phospholipase B1,Homo sapiens,PLB1,Retinyl palmitate,all-trans-retinol (atROL)
R-HSA-975594,PLB1 hydrolyses RPALM to atROL,LMP006753,phospholipase B1,Homo sapiens,PLB1,Retinyl palmitate,FA(16:0)(palmitic acid)
R-HSA-1482636,1-acyl LPS is acylated to PS by LPSAT,LMP012366,membrane bound O-acyltransferase domain containing 1,Homo sapiens,MBOAT1,1-acyl LPS,PS
R-HSA-1482636,1-acyl LPS is acylated to PS by LPSAT,LMP012366,membrane bound O-acyltransferase domain containing 1,Homo sapiens,MBOAT1,acyl-CoA,CoA
R-HSA-1482646,2-acyl LPE is acylated to PE by LPEAT,LMP012366,membrane bound O-acyltransferase domain containing 1,Homo sapiens,MBOAT1,2-acyl LPE,PE
R-HSA-1482646,2-acyl LPE is acylated to PE by LPEAT,LMP012366,membrane bound O-acyltransferase domain containing 1,Homo sapiens,MBOAT1,acyl-CoA,CoA
R-HSA-1482667,1-acyl LPE is acylated to PE by LPEAT,LMP012366,membrane bound O-acyltransferase domain containing 1,Homo sapiens,MBOAT1,1-acyl LPE,PE
R-HSA-1482667,1-acyl LPE is acylated to PE by LPEAT,LMP012366,membrane bound O-acyltransferase domain containing 1,Homo sapiens,MBOAT1,acyl-CoA,CoA
R-HSA-1482691,2-acyl LPS is acylated to PS by LPSAT,LMP012366,membrane bound O-acyltransferase domain containing 1,Homo sapiens,MBOAT1,2-acyl LPS,PS
R-HSA-1482691,2-acyl LPS is acylated to PS by LPSAT,LMP012366,membrane bound O-acyltransferase domain containing 1,Homo sapiens,MBOAT1,acyl-CoA,CoA
R-HSA-156526,"CYP1A2,3A4,3A5,2A13 oxidise AFB1 to AFXBO",LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,aflatoxin B1(AFB1),"Aflatoxin exo-8,9-oxide(AFXBO)"
R-HSA-2161795,Arachidonic acid is hydroxylated to 16/17/18-HETE by CYP(1),LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,Arachidonic acid,"16/17/18-HETE(16/17/18-Hydroxy-5Z,8Z,11Z,14Z-eicosatetraenoic acid)"
R-HSA-2161814,Arachidonic acid is hydroxylated to 19-HETE by CYP(2),LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,Arachidonic acid,19-HETE
R-HSA-2161890,"Arachidonic acid is epoxidated to 5,6-EET by CYP(4)",LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,Arachidonic acid,"5,6-EET"
R-HSA-2161899,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)",LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,Arachidonic acid,"8,9/11,12/14,15-EET"
R-HSA-2161940,Arachidonic acid is hydroxylated to 20-HETE by CYP(3),LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,Arachidonic acid,20-HETE
R-HSA-5423672,"CYP1A2, 3A4 oxidise AFB1 to AFNBO",LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,aflatoxin B1,"aflatoxin B1 endo-8,9-oxide"
R-HSA-5423678,CYP1A2 hydroxylates AFB1 to AFM1,LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,aflatoxin B1,aflatoxin M1
R-HSA-76373,N-hydroxylation of 4-aminobiphenyl,LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,"4-Aminobiphenyl, biphenyl-4-amine",N-hydroxy-4-aminobiphenyl
R-HSA-76386,CYP1A2 S-demethylates 6MMP,LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,6-Methylmercaptopurine,6-Mercaptopurine
R-HSA-76386,CYP1A2 S-demethylates 6MMP,LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,6-Methylmercaptopurine,Methanal(CH2O)
R-HSA-76426,N-atom dealkylation of caffeine,LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,caffeine,Paraxanthine
R-HSA-76426,N-atom dealkylation of caffeine,LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,caffeine,Methanal(CH2O)
R-HSA-9027043,CYPs hydroxylate DHA to 14(R)-HDHA,LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,FA(22:6)(DHA),14(R)-hydroxy-docosahexaenoic acid
R-HSA-9037761,"CYP1, CYP2 hydroxylate (N)PD1 to 22-OH-(N)PD1",LMP000430,"cytochrome P450, family 1, subfamily A, polypeptide 2",Homo sapiens,CYP1A2,protectin D1,22-hydroxyprotectin D1
R-HSA-211882,CYP3A7 can 6beta-hydroxylate testosterone,LMP000666,"cytochrome P450, family 3, subfamily A, polypeptide 7",Homo sapiens,CYP3A7,testosterone,6beta-hydroxytestosterone
R-HSA-211948,CYP3A4 can N-demethylate loperamide,LMP000666,"cytochrome P450, family 3, subfamily A, polypeptide 7",Homo sapiens,CYP3A7,loperamide,N-demethylated loperamide
R-HSA-213175,"CYP3A4,5 oxidise AFB1 to AFXBO",LMP000666,"cytochrome P450, family 3, subfamily A, polypeptide 7",Homo sapiens,CYP3A7,aflatoxin B1(AFB1),"Aflatoxin exo-8,9-oxide(AFXBO)"
R-HSA-143468,MEOS oxidizes ethanol to acetaldehyde,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,ethanol,acetaldehyde
R-HSA-156526,"CYP1A2,3A4,3A5,2A13 oxidise AFB1 to AFXBO",LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,aflatoxin B1(AFB1),"Aflatoxin exo-8,9-oxide(AFXBO)"
R-HSA-211881,Coumarin is 7-hydroxylated by CYP2A13,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,coumarin,Hydroxycoumarin
R-HSA-211910,CYP2C8 inactivates paclitaxel by 6alpha-hydroxylation,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,paclitaxel,6-hydroxypaclitaxel
R-HSA-211929,CYP2C19 5-hydroxylates omeprazole,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,omeprazole,5-hydroxyomeprazole
R-HSA-211983,CYP2J2 oxidises ARA,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,FA(20:4)(ARA),cis-EET
R-HSA-211988,CYP2C9 inactivates tolbutamide by 4methyl-hydroxylation,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,tolbutamide,4-hydroxytolbutamide
R-HSA-211991,Cyclophosphamide is 4-hydroxylated by CYP2B6,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,Cyclophosphamide,4-hydroxycyclophosphamide
R-HSA-212005,CYP2F1 dehydrogenates 3-methylindole,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,3-methylindole,3-methyleneindolenine
R-HSA-5423647,CYP2A13 oxidises AFM1 to AFM1E,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,aflatoxin M1,Aflatoxin M1 epoxide
R-HSA-76354,Vinyl chloride is oxidized to 2-Chloroethylene oxide,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,Vinyl chloride,2-Chloroethylene oxide
R-HSA-76397,Acetaminophen oxidised to N-acetylbenzoquinoneimine (NAPQI),LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,paracetamol,N-Acetylbenzoquinoneimine
R-HSA-76416,Benzene is hydroxylated to phenol,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,benzene,Benzenol
R-HSA-76453,Coumarin is 7-hydroxylated by CYP2A6,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,coumarin,Hydroxycoumarin
R-HSA-76475,Dehalogenation of the poly-halogenated hydrocarbon Halothane to form the acylhalide Trifluoroacetlychloride and  hydrogen bromide,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,halothane,hydrogen bromide
R-HSA-76475,Dehalogenation of the poly-halogenated hydrocarbon Halothane to form the acylhalide Trifluoroacetlychloride and  hydrogen bromide,LMP001009,"cytochrome P450, family 2, subfamily A, polypeptide 13",Homo sapiens,CYP2A13,halothane,Trifluoroacetylchloride
R-HSA-143468,MEOS oxidizes ethanol to acetaldehyde,LMP000449,"cytochrome P450, family 2, subfamily B, polypeptide 6",Homo sapiens,CYP2B6,ethanol,acetaldehyde
R-HSA-211881,Coumarin is 7-hydroxylated by CYP2A13,LMP000449,"cytochrome P450, family 2, subfamily B, polypeptide 6",Homo sapiens,CYP2B6,coumarin,Hydroxycoumarin
R-HSA-211910,CYP2C8 inactivates paclitaxel by 6alpha-hydroxylation,LMP000449,"cytochrome P450, family 2, subfamily B, polypeptide 6",Homo sapiens,CYP2B6,paclitaxel,6-hydroxypaclitaxel
R-HSA-211929,CYP2C19 5-hydroxylates omeprazole,LMP000449,"cytochrome P450, family 2, subfamily B, polypeptide 6",Homo sapiens,CYP2B6,omeprazole,5-hydroxyomeprazole
R-HSA-211983,CYP2J2 oxidises ARA,LMP000449,"cytochrome P450, family 2, subfamily B, polypeptide 6",Homo sapiens,CYP2B6,FA(20:4)(ARA),cis-EET
R-HSA-211988,CYP2C9 inactivates tolbutamide by 4methyl-hydroxylation,LMP000449,"cytochrome P450, family 2, subfamily B, polypeptide 6",Homo sapiens,CYP2B6,tolbutamide,4-hydroxytolbutamide
R-HSA-211991,Cyclophosphamide is 4-hydroxylated by CYP2B6,LMP000449,"cytochrome P450, family 2, subfamily B, polypeptide 6",Homo sapiens,CYP2B6,Cyclophosphamide,4-hydroxycyclophosphamide
R-HSA-212005,CYP2F1 dehydrogenates 3-methylindole,LMP000449,"cytochrome P450, family 2, subfamily B, polypeptide 6",Homo sapiens,CYP2B6,3-methylindole,3-methyleneindolenine
R-HSA-76354,Vinyl chloride is oxidized to 2-Chloroethylene oxide,LMP000449,"cytochrome P450, family 2, subfamily B, polypeptide 6",Homo sapiens,CYP2B6,Vinyl chloride,2-Chloroethylene oxide
R-HSA-76397,Acetaminophen oxidised to N-acetylbenzoquinoneimine (NAPQI),LMP000449,"cytochrome P450, family 2, subfamily B, polypeptide 6",Homo sapiens,CYP2B6,paracetamol,N-Acetylbenzoquinoneimine
R-HSA-76416,Benzene is hydroxylated to phenol,LMP000449,"cytochrome P450, family 2, subfamily B, polypeptide 6",Homo sapiens,CYP2B6,benzene,Benzenol
R-HSA-76475,Dehalogenation of the poly-halogenated hydrocarbon Halothane to form the acylhalide Trifluoroacetlychloride and  hydrogen bromide,LMP000449,"cytochrome P450, family 2, subfamily B, polypeptide 6",Homo sapiens,CYP2B6,halothane,hydrogen bromide
R-HSA-76475,Dehalogenation of the poly-halogenated hydrocarbon Halothane to form the acylhalide Trifluoroacetlychloride and  hydrogen bromide,LMP000449,"cytochrome P450, family 2, subfamily B, polypeptide 6",Homo sapiens,CYP2B6,halothane,Trifluoroacetylchloride
R-HSA-143468,MEOS oxidizes ethanol to acetaldehyde,LMP001319,"cytochrome P450, family 2, subfamily C, polypeptide 19",Homo sapiens,CYP2C19,ethanol,acetaldehyde
R-HSA-211881,MEOS oxidizes ethanol to acetaldehyde,LMP001319,"cytochrome P450, family 2, subfamily C, polypeptide 19",Homo sapiens,CYP2C19,coumarin,Hydroxycoumarin
R-HSA-211910,CYP2C8 inactivates paclitaxel by 6alpha-hydroxylation,LMP001319,"cytochrome P450, family 2, subfamily C, polypeptide 19",Homo sapiens,CYP2C19,paclitaxel,6-hydroxypaclitaxel
R-HSA-211929,CYP2C19 5-hydroxylates omeprazole,LMP001319,"cytochrome P450, family 2, subfamily C, polypeptide 19",Homo sapiens,CYP2C19,omeprazole,5-hydroxyomeprazole
R-HSA-211966,CYP2D6 4-hydroxylates debrisoquine,LMP001319,"cytochrome P450, family 2, subfamily C, polypeptide 19",Homo sapiens,CYP2C19,Debrisoquine,4-hydroxydebrisoquine
R-HSA-211988,CYP2C9 inactivates tolbutamide by 4methyl-hydroxylation,LMP001319,"cytochrome P450, family 2, subfamily C, polypeptide 19",Homo sapiens,CYP2C19,tolbutamide,4-hydroxytolbutamide
R-HSA-211991,Cyclophosphamide is 4-hydroxylated by CYP2B6,LMP001319,"cytochrome P450, family 2, subfamily C, polypeptide 19",Homo sapiens,CYP2C19,Cyclophosphamide,4-hydroxycyclophosphamide
R-HSA-212004,CYP2C18 initiates bioactivation of phenytoin by 4-hydroxylation,LMP001319,"cytochrome P450, family 2, subfamily C, polypeptide 19",Homo sapiens,CYP2C19,Phenytoin,4-hydroxyphenytoin
R-HSA-212005,CYP2F1 dehydrogenates 3-methylindole,LMP001319,"cytochrome P450, family 2, subfamily C, polypeptide 19",Homo sapiens,CYP2C19,3-methylindole,3-methyleneindolenine
R-HSA-2161814,Arachidonic acid is hydroxylated to 19-HETE by CYP(2),LMP001319,"cytochrome P450, family 2, subfamily C, polypeptide 19",Homo sapiens,CYP2C19,Arachidonic acid,19-HETE
R-HSA-2161899,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)",LMP001319,"cytochrome P450, family 2, subfamily C, polypeptide 19",Homo sapiens,CYP2C19,Arachidonic acid,"8,9/11,12/14,15-EET"
