"","1i_01","1i_02","1i_03","1i_2i_01","1i_2i_02","1i_2i_03","2i_01","2i_02","2i_03","OA_01","OA_02","OA_03"
"PC 34:4|PC 16:0_18:4",329337728,343533504,373438240,316802464,302129344,280857888,378483744,387198496,311534592,290683168,325207008,261286544
"PC 34:4|PC 14:0_20:4",213862640,243755152,247743072,370770944,323806240,347316992,307112896,337491904,400629920,338488640,354305408,413367808
"PC 34:4|PC 18:1_16:3",72938648,85233904,112754496,176411648,227665104,201834416,105382600,111839568,92138016,92615112,94149792,101213704
"LPC 34:7",20895364,23314218,23222038,19288308,15554361,16771851,23322232,20511200,21643928,21323984,16601170,20791590
"PC 32:0",497745024,474704832,501499520,483017312,442279776,505071648,515683616,516238240,528966528,504204640,518772128,510934592
"SM 18:2;2O/20:0",462654656,492561216,570419712,390033184,454335936,426656480,519566496,594365952,521733728,516613792,596074880,508545856
"SM 18:1;2O/20:1",484241280,520647680,501117152,477120000,438507680,484949856,453617632,505821824,446285984,482781760,515312960,460898592
"PC 8:0_26:2",149468448,169708016,173965936,230443552,229245392,277733056,98832320,120264840,129211576,103307208,109100704,97777272
"TG 8:0_8:0_28:5",10772974,11445422,4678929,9137638,4971116,16391703,13010405,13071669,20908610,4595950,9547383,2693402
"SM 38:1;2O|SM 22:0;2O/16:1",303424256,332946176,490306720,260153696,303288960,269074080,335498720,310779168,298558176,248497696,278054176,323535776
"SM 18:1;2O/20:0",1188947456,1349716096,1667314816,907285696,1157389184,945173504,1224118144,1348567680,1027760448,928492096,1023316480,1215187456
"PE 36:5",23070270,26014292,25877676,23273230,24498902,19491024,33104190,32532044,28974964,28779986,32511372,28634390
"LPC 36:8-SN1",12918722,19080890,8465126,8636633,10833188,9892939,24441220,18851158,21467794,29802758,30424832,27414590
"SM 38:0;2O|SM 20:0;2O/18:0",57712152,72490152,87119808,41631224,56231296,47013424,43798788,53334288,55474100,32206580,37015908,49134480
"PE 36:4",83480896,97347288,91863960,86002936,94245184,76368208,136237648,114238216,108270000,107680840,112976464,110044536
"TG 8:0_8:0_28:3",18868748,22346884,40817992,20372226,28789348,23041358,23021062,19932678,15533350,15465107,17114172,19321590
"PI 28:4",6038822,6040602,8060568,5504048,4241720,4618510,3398558,4472902,4673870,2578759,4994340,3625023
"PE 36:3",61616640,68213024,44690172,64540228,42082724,61073532,61827952,39591300,41743336,46263268,52195580,33117626
"DG 8:0_38:9",772942,376238,75247.6,1832090,4834688,7288373,5172536,4540020,4000494,5893052,6180677,8014546
"TG 44:2|TG 8:0_18:1_18:1",38805196,43197196,45689508,9050750,38152772,31235238,113037808,129520040,110124792,81361456,100002904,87798800
"TG 44:2|TG 14:0_14:1_16:1",11527980,43197196,45717924,30731986,37980616,31021086,24191626,25560900,110264792,79483000,98263856,86797376
"PI 28:6",1416318,1853635,1595298,1560714,486044,411563,901201,157917,918831,600686,400582,930553
"TG 8:0_8:0_28:4",16936582,13342498,22500684,28709126,22794524,24939864,22855576,29495030,17171776,22162824,29754918,7785572
"PE 22:1_16:4",16191091,19254610,8138399,24491146,58102192,57363112,58810884,45069104,46643012,63676776,57567924,75306472
"DG 8:0_38:8",24682054,26983834,22504222,31831848,40156576,55621864,53652348,58617580,57363036,64114512,67980168,67147640
"TG 44:1|TG 10:0_16:0_18:1",66662684,62473764,65133936,60852524,77392672,67604688,77703128,81563696,91674368,61772476,75659624,63324736
"PE 36:1",788463680,842329536,943806016,725472640,762094336,600232384,744810688,769397184,770045632,633958080,694693184,731634048
"LPC 36:4-SN1",441855,2735758,516090,2412514,14363621,20849402,8271120,7138690,8740204,18917720,18617942,21339224
"DG 18:2_28:5",37061840,30069642,23767906,58123068,75127176,78637096,75693800,64905208,72416672,90194976,81584112,98379568
"DG 28:2_18:5",22071962,20453822,5365632,29792208,43762820,57159528,49076880,49162064,26347644,49484280,44145416,53548416
"DG 8:0_38:7",24237132,28960498,37064548,24208038,32594748,28493250,29165342,29582198,25014818,24581014,28415404,29011526
"LPC 36:3-SN1",427621376,490284416,582831808,481817728,507574048,458174720,436792768,483239584,398146240,377885728,450586304,402538464
"SM 38:5;2O",832262,2245071,2308729,2099332,5142918,2243759,1554486,2135698,2265484,1502235,626550,2106240
"LPC 36:0-SN1",365539584,405004032,482037888,370410048,495145056,448216288,386512768,379817024,329395232,416054912,399559200,398637888
"SM 40:6;2O|SM 18:1;2O/22:5",6877823,9674321,10949569,23730892,29260180,27403594,4245864,3720127,3604976,3615230,4005013,5258204
"PE 38:10",284063,2045172,1004718,3235028,7845156,9758934,2435228,5627014,5469676,9692081,7859555,5545812
"LPC 36:10",75541,75541,75541,377705,9452955,36310820,8691517,11916743,9120748,60558136,56801252,38032888
"PC 34:3",31008342,31480024,44863364,37154904,37732344,33578316,24760640,30931522,26395538,23476724,22110572,19991130
"PC 36:6|PC 16:2_20:4",56593508,67870672,69061664,56457652,83618896,70519336,80577552,85213984,77968288,100823072,104510856,96512952
"PC 36:5|PC 16:0_20:5",165529328,188694384,224772368,239673264,345429440,308673376,369335040,408670816,358647200,409876480,453244768,412472672
"DG 16:0_30:1",12307470,13362315,21571780,3730914,1414350,1786164,5922076,12672327,18987446,3943888,4962517,5941173
"PC 36:4",410313440,470140416,573784448,533152736,582136704,494121408,792739520,600099072,582847104,519046656,701272704,640277632
"PC 34:0",547626368,556171200,668267840,455258144,497453472,512544416,536502976,519185184,535841728,515203008,528678976,530780352
"TG 8:0_8:0_30:8",11991886,13143076,9472276,28670514,32752704,29195510,32811454,21683002,35240724,30057764,35743320,36972872
"SM 18:1;2O/22:1",3774469888,4239229696,4696756736,3328483072,3869895168,3475899648,4646261760,5129508352,4751143936,4397391872,4976774656,4729294848
"SM 18:2;2O/22:0",22793554,51706452,76682136,66841268,65508128,25993474,86839008,72997768,27128050,27986800,87267128,82789224
"SM 18:1;2O/22:0",2756269824,3220587264,4074838016,2359895808,3502046976,2690765568,2943727872,3385788928,2924684288,2441376256,2612694784,3007731712
"LPC 38:8-SN1",28424120,36509124,33226088,28720144,26106234,26456910,32133368,25025392,28879602,33212822,30271494,30759738
"PI 30:5",2620348,3673328,4385392,3884643,3460354,2521551,2971282,2467094,3078525,4123957,3547423,3513542
"PE 18:2_22:5",18301428,20275058,24248242,25489746,28392500,22869636,26526782,26110402,21879178,24861138,29487704,24911414
"PS 36:1|PS 18:0_18:1",777235,4711703,44102064,96369,67218408,12644168,20427618,89520496,67271328,19994326,24680298,222099312
"TG 46:3|TG 14:1_14:1_18:1",40582672,40610200,39372536,26728142,27916942,17533224,47308436,61374420,51259656,32940390,43015744,39175728
"PE 40:6|PE 20:3_20:3",51206864,54966788,59556748,43133376,48642220,46102056,64374564,53180424,55665776,57185148,53618576,54502188
"TG 46:2|TG 14:0_14:1_18:1",67448152,64697784,66549924,106765368,106405128,101196896,65222728,88903856,86367808,53649660,74261048,66217552
"TG 46:2|TG 10:0_18:1_18:1",218638576,248846272,271187296,28256022,21256654,26345448,236255168,325982304,300137984,195593568,220421728,206624912
"PE 38:2",152482512,160345584,180190464,182490224,152485136,118782776,102491328,111205808,103830704,70628608,96557416,113858456
"TG 46:1|TG 14:0_16:0_16:1",186096560,177989152,194452800,135326224,133193080,142119760,181173920,237954528,207200480,154490512,176812848,162272352
"PE 20:2_20:2",11862847,25579482,19904296,33729896,41305976,48238304,28278626,26494910,28067338,27937006,32755136,19861300
"PE 38:1",10047457,11128514,16151565,7575568,10985362,7599864,7191846,10330549,8073723,9503566,3650463,10254565
"PE 40:4|PE 20:2_20:2",20300734,26658454,26477290,20993486,30245188,20892832,33748128,32295430,30946270,36705992,39684420,35905424
"TG 46:0|TG 14:0_16:0_16:0",180364464,123646928,113951248,202785856,223135600,236158064,154792096,165328240,164004624,112320776,165344880,170971968
"TG 8:0_8:0_30:2",15250141,16899934,21786054,16150055,17960760,17051456,15686497,14904390,14474066,13248093,15474056,14060899
"SM 40:5;2O",438193,2417150,804865,8559600,15143339,21354942,3011706,4980804,9209123,12325705,6588204,4727512
"PC 38:8|PC 18:4_20:4",15106170,15096745,19033958,20516750,23646872,25347962,14403724,16239491,15369954,17816612,20850852,14468001
"PE 40:1|PE 22:0_18:1",21733440,26004010,33977872,22310822,26877388,16598039,21278526,23687932,23711802,18015300,21329506,25506964
"PC 38:7|PC 18:3_20:4",52582276,55669428,53768276,77218920,68665680,65141200,90571336,97991400,94976600,91832440,97806920,86991408
"PC 38:7|PC 16:1_22:6",184440608,196876400,244049024,239056464,316792128,243956448,198983744,213130864,193662656,190087024,219612400,197851424
"LPC 38:0-SN1",198531680,235363200,285263488,226386032,294161888,260570592,195240688,202716080,187130416,199585728,204821680,211839008
"DG 8:0_40:3",13465720,9611249,5098525,9973257,11094904,10497571,6995727,1301816,13090819,8674468,7051498,11298951
"PI 30:0",219796.8,219796.8,219796.8,1098984,2749541,2921496,1159141,2606981,2110780,4420284,2193580,2620034
"SM 18:1;2O/24:5",78484848,92084440,115088320,178329200,193116640,187849216,42977276,50844636,41038244,45309940,44868424,41548744
"PC 38:6|PC 16:1_22:5",285279616,327482176,381233984,428572608,432230336,467710592,306974592,302361728,278321728,302419520,337871360,323706880
"DG 18:1_30:1",35647684,34979580,43932256,12513889,3836664,995552,25089054,47751836,58497804,19768014,20326716,26352122
"PC 36:2",279830.6,1399153,279830.6,7217682,7539911,4474116,2287244,5005041,7280783,4639301,4866919,8435470
"DG 14:0_34:1",19448434,17691616,25212876,8745904,7490916,4251084,6490392,21808668,14880971,5623321,3291734,7127334
"SM 42:4;2O|SM 14:3;2O/28:1",166419792,194914928,207179632,183751024,196135104,181781120,181915936,214683024,177290016,196680704,202221648,190045680
"SM 42:4;2O|SM 18:0;2O/24:4",226713216,239357344,341408864,252273600,332127296,278056160,272757440,285292160,259489088,244995808,264888064,288831008
"PC 36:1",854070336,930984768,1015723584,914222528,903821312,774902080,853476288,931403008,878108544,755979904,811341440,841452352
"PC 38:4|PC 18:0_20:4",1251528832,1527153664,1635143936,1536568832,1779135616,1893515904,1858980480,1975972608,1819179008,1982502656,2141921920,2099352832
"DG 8:0_40:0",11523609,14669792,19568274,8771370,4598208,2800281,1012206,5271873,3001016,95612,757312,478060
"SM 18:1;2O/24:2",2263419904,2419619328,3148081408,2201489152,2369270528,2050294144,3023280128,3123499264,2641805312,2556819456,2845630976,3172192256
"SM 42:3;2O|SM 18:1;2O/24:2",621261120,713629056,856653376,559910784,702474112,569261760,818668224,841732352,740456512,800593216,873759040,802882816
"PS 36:1",804525,71099,14219.8,619163,110193,459862,121146,12888530,4976302,14219.8,14219.8,40394088
"PG 18:1_20:5",4370352,5614408,6548324,4330858,6797855,5843168,5072310,4950514,3673272,5155670,5397492,4566048
"PC 36:0",30253742,36953024,44883420,30433306,34637984,29377564,30337510,20991782,22377056,29491012,30140398,30934098
"PC 38:3|PC 18:0_20:3",654940096,802765696,944212032,739830656,1039327040,881246912,916363840,915571456,877409856,927621632,1015316864,1154948352
"PC 18:1_20:2",674167488,748365376,953422784,799629888,830385344,722067328,571407680,657219584,598322752,473387328,548887616,606681152
"SM 18:2;2O/24:0",592258048,681630848,848260800,788869120,1012654528,854315072,876427328,974071488,865598336,862225984,958779712,1023522176
"PE 42:9",12141251,16637187,17319976,17486528,24534658,25642454,26393694,29285442,20062416,27377964,25154390,24354950
"PG 18:1_20:4",21827788,26278674,31244028,26829530,37802000,31116548,20749028,22108652,15812001,23670918,21727400,20763968
"SM 18:1;2O/24:0",1539064320,1709500672,2071334912,1419686784,1940556160,1336391040,1237487872,1623995520,1469723648,964347136,1049055680,1373373056
"PE 40:5",115122808,123631728,100946320,128152016,87857848,99148488,104740872,76806056,79186848,85481448,95753584,69856912
"TG 48:4|TG 14:1_18:1_16:2",23242178,24238828,27899332,18257682,18646520,11071141,25597418,42301608,30727056,22504370,33779264,30908252
"SM 42:8;3O",76490480,88750672,88512312,79260568,69163360,65102092,65116868,75826360,67679568,58436012,65469344,62635752
"PG 14:1_24:2",96640344,27165398,114967704,89013272,97084592,93391416,95858664,97964128,28458894,66961232,93066016,91554728
"LPC 40:7-SN1",481039904,558454080,647043904,484814784,539231616,466003808,551461632,576120512,501627264,516221184,585838336,570091008
"PC 38:0",15988144,17880222,22232272,29008436,29911538,26110272,7607706,11463104,8257879,7092264,9004003,6888791
"PC 16:0_22:0",41832412,47217844,60415956,42135720,61171472,55361072,49183104,45096188,41433184,54107392,50412472,54512472
"TG 48:3|TG 14:1_16:1_18:1",368029216,387274656,429172800,153362304,135645024,124788360,317913856,504059296,422773984,268148000,314702016,289603328
"PC 38:10",1466420,1524943,1854944,11973259,11834898,17401260,10387927,2749191,1367147,7669878,5079969,6182668
"TG 48:2|TG 14:0_16:1_18:1",1082922752,1178830464,1404415744,304247488,293088192,273948384,849626240,1425559296,1201820544,705648768,842197184,780538688
"PE 40:2",34462924,38037316,47145496,29654362,33696880,23167712,32424042,31933304,30066392,26614466,33788024,32143794
"DG 50:8|DG 20:2_30:6",219518,2681459,88588,6830986,13193085,13598990,7207312,8318414,11732603,18225138,14132455,13316136
"DG 8:0_42:8",30508410,26585974,21356156,39597004,62232844,61113136,47694644,63978936,49508224,53401848,48966760,55007568
"TG 48:1|TG 14:0_16:0_18:1",525823936,569691136,569265536,400517600,399770496,375579040,500374880,712340032,681414080,416198912,492822336,484097568
"SM 42:5;3O",747747,2469368,1348852,6561365,12936679,12126160,11218953,6635154,6765260,9590932,12947114,9656725
"TG 8:0_8:0_32:3",1220305,710338,989391,4048473,13252101,6954186,5660081,9424326,8924723,13120115,14366380,16198503
"PS 38:9",2632242,2502372,1863186,2898992,1145976,1782336,1075611,1143816,1741150,938587,2231328,1105916
"LPC 40:4-SN1",242117536,295469440,304453888,245679072,282504800,264248768,324321664,319262240,303254272,315076832,360215872,320737920
"TG 48:0|TG 16:0_16:0_16:0",509166112,208653232,192245264,283911616,282848352,304070144,207561168,275010016,249575856,155635280,158153888,251025904
"LPE 44:10",67997504,72173840,81299864,63244420,64078460,48229736,61730016,69552128,62430164,49219944,61580488,56953908
"PC 20:4_20:5",13731424,16560798,21111678,36347196,48594212,42074644,32163342,32681476,33183064,32897456,37311564,36093084
"LPC 40:2-SN1",29596346,34918004,34257556,25500356,33715456,25149098,25591934,28972646,21531284,19023120,14878178,19381234
"SM 42:5;2O",1820713.8,1820713.8,1820713.8,1820713.8,12160689,22327096,18334098,11445565,9103569,33079228,22999676,12262908
"PC 38:5",50138732,58544772,66282864,251800704,216460784,341483584,63806256,67826048,66079140,49206872,49781140,48118340
"PC 40:8|PC 18:2_22:6",26548430,19202942,54750308,139190160,180801920,151215808,25361332,27415292,25423026,23917096,24462604,24670114
"LPC 40:1-SN1",162549552,188768320,224109008,216199504,247087424,219998528,139223872,150047488,145854080,153052000,174172416,159867520
"SM 44:7;2O|SM 18:1;2O/26:6",9679598,20522504,26483546,36086428,38520332,39972152,213298,42659.6,42659.6,4346191,42659.6,42659.6
"SM 44:7;2O|SM 18:2;2O/26:5",15192809,16928680,18992624,20447594,27905964,34498940,27174134,24561728,16964096,25817700,23662986,20522608
"TG 8:0_16:3_26:7",7343371,7685984,8588791,8634865,9714623,9194702,7477098,7999822,6069286,8226703,7884716,7993778
"DG 8:0_42:3",22053228,31656914,26930628,6842620,6401973,2388024,10248555,27991676,28304206,8641200,12664896,12220920
"PG 18:3_22:6",5983732,8859722,7330458,10016884,6320037,4892464,6667908,4593623,1690648,3887462,2888680,3222209
"PC 20:1_20:5",25426868,32540210,56040660,52593432,54224668,70744208,20170942,23090640,32901690,20235872,15793054,21352124
"PC 20:3_20:3",14812741,17936796,26325918,19240402,26277728,24247546,12123619,14114709,11346714,14117229,15318370,13383454
"PC 40:6|PC 20:3_20:3",31105844,32751248,38777056,31457706,38163736,34405928,35781628,31437046,36378372,29286720,34115660,41691312
"PC 38:3",38258456,48408244,48300656,80759944,64941844,75847936,35080432,42815944,36610716,30517004,34303532,28611926
"PC 40:6|PC 18:0_22:6",875198208,1057393152,1355568640,1001066048,1339311488,1118827520,1188847872,1241989120,1148915328,1160305408,1349316736,1407705984
"PS 40:6|PS 18:1_22:5",1401662,5592781,24121264,47525,13306972,3928987,11380899,35609848,28076484,14541713,13161985,91213584
"PS 38:3",9156027,12840139,14311356,9298211,8590494,10620350,11226368,8664001,10343724,10057271,9557598,12189947
"PC 38:2",521903968,585036160,559562432,879189376,831542016,744156608,383519008,434209472,431771136,328626784,377711712,368832896
"PC 40:5|PC 18:1_22:4",2358022400,2798707456,3147151872,7972607488,9205103616,7844678144,1487103232,1658144640,1441317632,1302607360,1428214528,1445809664
"PC 40:5|PC 18:0_22:5",804775168,986105088,1236635776,1031629696,1328229376,1165453440,1099997056,1184467968,1080943104,1106267520,1134415744,1246360192
"LPE 44:5",101684216,93329624,61211228,135876736,180781984,205606080,189879520,170655584,175540224,181621072,174964896,157073808
"DG 16:0_34:1",75461784,90176112,114646056,33495906,21149594,11314996,19219674,74117840,53390508,12197240,15946083,21416332
"SM 44:4;2O|SM 18:1;2O/26:3",18109232,20215632,30748974,20271722,25197322,22158726,20508756,22318110,18703388,18734722,20713588,20234258
"PE 44:11",3459930,3633186,3906618,6123612,9733180,6562143,4998405,6165846,4239374,4767952,6119966,5785784
"PS 38:2",2026213,5037946,23380894,505615,23915478,7126178,6268646,43731544,31505580,14008007,13899150,92051016
